,dec,ra
0,-5.39111111111,5.58813888889
1,-5.39111111111,5.61036111111
2,-5.05777777778,5.61036111111
3,-5.05777777778,5.58813888889
4,-5.05777777778,5.56591666667
5,-5.39111111111,5.56591666667
6,-5.72444444444,5.56591666667
7,-5.72444444444,5.58813888889
8,-5.72444444444,5.61036111111
9,-5.72444444444,5.63258333333
10,-5.39111111111,5.63258333333
11,-5.05777777778,5.63258333333
12,-4.72444444444,5.63258333333
13,-4.72444444444,5.61036111111
14,-4.72444444444,5.58813888889
15,-4.72444444444,5.56591666667
16,-4.72444444444,5.54369444444
17,-5.05777777778,5.54369444444
18,-5.39111111111,5.54369444444
19,-5.72444444444,5.54369444444
20,-6.05777777778,5.54369444444
21,-6.05777777778,5.56591666667
22,-6.05777777778,5.58813888889
23,-6.05777777778,5.61036111111
24,-6.05777777778,5.63258333333
25,-6.05777777778,5.65480555556
26,-5.72444444444,5.65480555556
27,-5.39111111111,5.65480555556
28,-5.05777777778,5.65480555556
29,-4.72444444444,5.65480555556
30,-4.39111111111,5.65480555556
31,-4.39111111111,5.63258333333
32,-4.39111111111,5.61036111111
33,-4.39111111111,5.58813888889
34,-4.39111111111,5.56591666667
35,-4.39111111111,5.54369444444
36,-4.39111111111,5.52147222222
37,-4.72444444444,5.52147222222
38,-5.05777777778,5.52147222222
39,-5.39111111111,5.52147222222
40,-5.72444444444,5.52147222222
41,-6.05777777778,5.52147222222
42,-6.39111111111,5.52147222222
43,-6.39111111111,5.54369444444
44,-6.39111111111,5.56591666667
45,-6.39111111111,5.58813888889
46,-6.39111111111,5.61036111111
47,-6.39111111111,5.63258333333
48,-6.39111111111,5.65480555556
49,-6.39111111111,5.67702777778
50,-6.05777777778,5.67702777778
51,-5.72444444444,5.67702777778
52,-5.39111111111,5.67702777778
53,-5.05777777778,5.67702777778
54,-4.72444444444,5.67702777778
55,-4.39111111111,5.67702777778
56,-4.05777777778,5.67702777778
57,-4.05777777778,5.65480555556
58,-4.05777777778,5.63258333333
59,-4.05777777778,5.61036111111
60,-4.05777777778,5.58813888889
61,-4.05777777778,5.56591666667
62,-4.05777777778,5.54369444444
63,-4.05777777778,5.52147222222
64,-4.05777777778,5.49925
65,-4.39111111111,5.49925
66,-4.72444444444,5.49925
67,-5.05777777778,5.49925
68,-5.39111111111,5.49925
69,-5.72444444444,5.49925
70,-6.05777777778,5.49925
71,-6.39111111111,5.49925
72,-6.72444444444,5.49925
73,-6.72444444444,5.52147222222
74,-6.72444444444,5.54369444444
75,-6.72444444444,5.56591666667
76,-6.72444444444,5.58813888889
77,-6.72444444444,5.61036111111
78,-6.72444444444,5.63258333333
79,-6.72444444444,5.65480555556
80,-6.72444444444,5.67702777778
81,-6.72444444444,5.69925
82,-6.39111111111,5.69925
83,-6.05777777778,5.69925
84,-5.72444444444,5.69925
85,-5.39111111111,5.69925
86,-5.05777777778,5.69925
87,-4.72444444444,5.69925
88,-4.39111111111,5.69925
89,-4.05777777778,5.69925
90,-3.72444444444,5.69925
91,-3.72444444444,5.67702777778
92,-3.72444444444,5.65480555556
93,-3.72444444444,5.63258333333
94,-3.72444444444,5.61036111111
95,-3.72444444444,5.58813888889
96,-3.72444444444,5.56591666667
97,-3.72444444444,5.54369444444
98,-3.72444444444,5.52147222222
99,-3.72444444444,5.49925
100,-3.72444444444,5.47702777778
101,-4.05777777778,5.47702777778
102,-4.39111111111,5.47702777778
103,-4.72444444444,5.47702777778
104,-5.05777777778,5.47702777778
105,-5.39111111111,5.47702777778
106,-5.72444444444,5.47702777778
107,-6.05777777778,5.47702777778
108,-6.39111111111,5.47702777778
109,-6.72444444444,5.47702777778
110,-7.05777777778,5.47702777778
111,-7.05777777778,5.49925
112,-7.05777777778,5.52147222222
113,-7.05777777778,5.54369444444
114,-7.05777777778,5.56591666667
115,-7.05777777778,5.58813888889
116,-7.05777777778,5.61036111111
117,-7.05777777778,5.63258333333
118,-7.05777777778,5.65480555556
119,-7.05777777778,5.67702777778
120,-7.05777777778,5.69925
121,-7.05777777778,5.72147222222
122,-6.72444444444,5.72147222222
123,-6.39111111111,5.72147222222
124,-6.05777777778,5.72147222222
125,-5.72444444444,5.72147222222
126,-5.39111111111,5.72147222222
127,-5.05777777778,5.72147222222
128,-4.72444444444,5.72147222222
129,-4.39111111111,5.72147222222
130,-4.05777777778,5.72147222222
131,-3.72444444444,5.72147222222
132,-3.39111111111,5.72147222222
133,-3.39111111111,5.69925
134,-3.39111111111,5.67702777778
135,-3.39111111111,5.65480555556
136,-3.39111111111,5.63258333333
137,-3.39111111111,5.61036111111
138,-3.39111111111,5.58813888889
139,-3.39111111111,5.56591666667
140,-3.39111111111,5.54369444444
141,-3.39111111111,5.52147222222
142,-3.39111111111,5.49925
143,-3.39111111111,5.47702777778
144,-3.39111111111,5.45480555556
145,-3.72444444444,5.45480555556
146,-4.05777777778,5.45480555556
147,-4.39111111111,5.45480555556
148,-4.72444444444,5.45480555556
149,-5.05777777778,5.45480555556
150,-5.39111111111,5.45480555556
151,-5.72444444444,5.45480555556
152,-6.05777777778,5.45480555556
153,-6.39111111111,5.45480555556
154,-6.72444444444,5.45480555556
155,-7.05777777778,5.45480555556
156,-7.39111111111,5.45480555556
157,-7.39111111111,5.47702777778
158,-7.39111111111,5.49925
159,-7.39111111111,5.52147222222
160,-7.39111111111,5.54369444444
161,-7.39111111111,5.56591666667
162,-7.39111111111,5.58813888889
163,-7.39111111111,5.61036111111
164,-7.39111111111,5.63258333333
165,-7.39111111111,5.65480555556
166,-7.39111111111,5.67702777778
167,-7.39111111111,5.69925
168,-7.39111111111,5.72147222222
169,-7.39111111111,5.74369444444
170,-7.05777777778,5.74369444444
171,-6.72444444444,5.74369444444
172,-6.39111111111,5.74369444444
173,-6.05777777778,5.74369444444
174,-5.72444444444,5.74369444444
175,-5.39111111111,5.74369444444
176,-5.05777777778,5.74369444444
177,-4.72444444444,5.74369444444
178,-4.39111111111,5.74369444444
179,-4.05777777778,5.74369444444
180,-3.72444444444,5.74369444444
181,-3.39111111111,5.74369444444
182,-3.05777777778,5.74369444444
183,-3.05777777778,5.72147222222
184,-3.05777777778,5.69925
185,-3.05777777778,5.67702777778
186,-3.05777777778,5.65480555556
187,-3.05777777778,5.63258333333
188,-3.05777777778,5.61036111111
189,-3.05777777778,5.58813888889
190,-3.05777777778,5.56591666667
191,-3.05777777778,5.54369444444
192,-3.05777777778,5.52147222222
193,-3.05777777778,5.49925
194,-3.05777777778,5.47702777778
195,-3.05777777778,5.45480555556
196,-3.05777777778,5.43258333333
197,-3.39111111111,5.43258333333
198,-3.72444444444,5.43258333333
199,-4.05777777778,5.43258333333
200,-4.39111111111,5.43258333333
201,-4.72444444444,5.43258333333
202,-5.05777777778,5.43258333333
203,-5.39111111111,5.43258333333
204,-5.72444444444,5.43258333333
205,-6.05777777778,5.43258333333
206,-6.39111111111,5.43258333333
207,-6.72444444444,5.43258333333
208,-7.05777777778,5.43258333333
209,-7.39111111111,5.43258333333
210,-7.72444444444,5.43258333333
211,-7.72444444444,5.45480555556
212,-7.72444444444,5.47702777778
213,-7.72444444444,5.49925
214,-7.72444444444,5.52147222222
215,-7.72444444444,5.54369444444
216,-7.72444444444,5.56591666667
217,-7.72444444444,5.58813888889
218,-7.72444444444,5.61036111111
219,-7.72444444444,5.63258333333
220,-7.72444444444,5.65480555556
221,-7.72444444444,5.67702777778
222,-7.72444444444,5.69925
223,-7.72444444444,5.72147222222
224,-7.72444444444,5.74369444444
225,-7.72444444444,5.76591666667
226,-7.39111111111,5.76591666667
227,-7.05777777778,5.76591666667
228,-6.72444444444,5.76591666667
229,-6.39111111111,5.76591666667
230,-6.05777777778,5.76591666667
231,-5.72444444444,5.76591666667
232,-5.39111111111,5.76591666667
233,-5.05777777778,5.76591666667
234,-4.72444444444,5.76591666667
235,-4.39111111111,5.76591666667
236,-4.05777777778,5.76591666667
237,-3.72444444444,5.76591666667
238,-3.39111111111,5.76591666667
239,-3.05777777778,5.76591666667
240,-2.72444444444,5.76591666667
241,-2.72444444444,5.74369444444
242,-2.72444444444,5.72147222222
243,-2.72444444444,5.69925
244,-2.72444444444,5.67702777778
245,-2.72444444444,5.65480555556
246,-2.72444444444,5.63258333333
247,-2.72444444444,5.61036111111
248,-2.72444444444,5.58813888889
249,-2.72444444444,5.56591666667
250,-2.72444444444,5.54369444444
251,-2.72444444444,5.52147222222
252,-2.72444444444,5.49925
253,-2.72444444444,5.47702777778
254,-2.72444444444,5.45480555556
255,-2.72444444444,5.43258333333
256,-2.72444444444,5.41036111111
257,-3.05777777778,5.41036111111
258,-3.39111111111,5.41036111111
259,-3.72444444444,5.41036111111
260,-4.05777777778,5.41036111111
261,-4.39111111111,5.41036111111
262,-4.72444444444,5.41036111111
263,-5.05777777778,5.41036111111
264,-5.39111111111,5.41036111111
265,-5.72444444444,5.41036111111
266,-6.05777777778,5.41036111111
267,-6.39111111111,5.41036111111
268,-6.72444444444,5.41036111111
269,-7.05777777778,5.41036111111
270,-7.39111111111,5.41036111111
271,-7.72444444444,5.41036111111
272,-8.05777777778,5.41036111111
273,-8.05777777778,5.43258333333
274,-8.05777777778,5.45480555556
275,-8.05777777778,5.47702777778
276,-8.05777777778,5.49925
277,-8.05777777778,5.52147222222
278,-8.05777777778,5.54369444444
279,-8.05777777778,5.56591666667
280,-8.05777777778,5.58813888889
281,-8.05777777778,5.61036111111
282,-8.05777777778,5.63258333333
283,-8.05777777778,5.65480555556
284,-8.05777777778,5.67702777778
285,-8.05777777778,5.69925
286,-8.05777777778,5.72147222222
287,-8.05777777778,5.74369444444
288,-8.05777777778,5.76591666667
289,-8.05777777778,5.78813888889
290,-7.72444444444,5.78813888889
291,-7.39111111111,5.78813888889
292,-7.05777777778,5.78813888889
293,-6.72444444444,5.78813888889
294,-6.39111111111,5.78813888889
295,-6.05777777778,5.78813888889
296,-5.72444444444,5.78813888889
297,-5.39111111111,5.78813888889
298,-5.05777777778,5.78813888889
299,-4.72444444444,5.78813888889
300,-4.39111111111,5.78813888889
301,-4.05777777778,5.78813888889
302,-3.72444444444,5.78813888889
303,-3.39111111111,5.78813888889
304,-3.05777777778,5.78813888889
305,-2.72444444444,5.78813888889
306,-2.39111111111,5.78813888889
307,-2.39111111111,5.76591666667
308,-2.39111111111,5.74369444444
309,-2.39111111111,5.72147222222
310,-2.39111111111,5.69925
311,-2.39111111111,5.67702777778
312,-2.39111111111,5.65480555556
313,-2.39111111111,5.63258333333
314,-2.39111111111,5.61036111111
315,-2.39111111111,5.58813888889
316,-2.39111111111,5.56591666667
317,-2.39111111111,5.54369444444
318,-2.39111111111,5.52147222222
319,-2.39111111111,5.49925
320,-2.39111111111,5.47702777778
321,-2.39111111111,5.45480555556
322,-2.39111111111,5.43258333333
323,-2.39111111111,5.41036111111
324,-2.39111111111,5.38813888889
325,-2.72444444444,5.38813888889
326,-3.05777777778,5.38813888889
327,-3.39111111111,5.38813888889
328,-3.72444444444,5.38813888889
329,-4.05777777778,5.38813888889
330,-4.39111111111,5.38813888889
331,-4.72444444444,5.38813888889
332,-5.05777777778,5.38813888889
333,-5.39111111111,5.38813888889
334,-5.72444444444,5.38813888889
335,-6.05777777778,5.38813888889
336,-6.39111111111,5.38813888889
337,-6.72444444444,5.38813888889
338,-7.05777777778,5.38813888889
339,-7.39111111111,5.38813888889
340,-7.72444444444,5.38813888889
341,-8.05777777778,5.38813888889
342,-8.39111111111,5.38813888889
343,-8.39111111111,5.41036111111
344,-8.39111111111,5.43258333333
345,-8.39111111111,5.45480555556
346,-8.39111111111,5.47702777778
347,-8.39111111111,5.49925
348,-8.39111111111,5.52147222222
349,-8.39111111111,5.54369444444
350,-8.39111111111,5.56591666667
351,-8.39111111111,5.58813888889
352,-8.39111111111,5.61036111111
353,-8.39111111111,5.63258333333
354,-8.39111111111,5.65480555556
355,-8.39111111111,5.67702777778
356,-8.39111111111,5.69925
357,-8.39111111111,5.72147222222
358,-8.39111111111,5.74369444444
359,-8.39111111111,5.76591666667
360,-8.39111111111,5.78813888889
361,-8.39111111111,5.81036111111
362,-8.05777777778,5.81036111111
363,-7.72444444444,5.81036111111
364,-7.39111111111,5.81036111111
365,-7.05777777778,5.81036111111
366,-6.72444444444,5.81036111111
367,-6.39111111111,5.81036111111
368,-6.05777777778,5.81036111111
369,-5.72444444444,5.81036111111
370,-5.39111111111,5.81036111111
371,-5.05777777778,5.81036111111
372,-4.72444444444,5.81036111111
373,-4.39111111111,5.81036111111
374,-4.05777777778,5.81036111111
375,-3.72444444444,5.81036111111
376,-3.39111111111,5.81036111111
377,-3.05777777778,5.81036111111
378,-2.72444444444,5.81036111111
379,-2.39111111111,5.81036111111
380,-2.05777777778,5.81036111111
381,-2.05777777778,5.78813888889
382,-2.05777777778,5.76591666667
383,-2.05777777778,5.74369444444
384,-2.05777777778,5.72147222222
385,-2.05777777778,5.69925
386,-2.05777777778,5.67702777778
387,-2.05777777778,5.65480555556
388,-2.05777777778,5.63258333333
389,-2.05777777778,5.61036111111
390,-2.05777777778,5.58813888889
391,-2.05777777778,5.56591666667
392,-2.05777777778,5.54369444444
393,-2.05777777778,5.52147222222
394,-2.05777777778,5.49925
395,-2.05777777778,5.47702777778
396,-2.05777777778,5.45480555556
397,-2.05777777778,5.43258333333
398,-2.05777777778,5.41036111111
399,-2.05777777778,5.38813888889
400,-2.05777777778,5.36591666667
401,-2.39111111111,5.36591666667
