,dec,ra
402,-2.72444444444,5.36591666667
403,-3.05777777778,5.36591666667
404,-3.39111111111,5.36591666667
405,-3.72444444444,5.36591666667
406,-4.05777777778,5.36591666667
407,-4.39111111111,5.36591666667
408,-4.72444444444,5.36591666667
409,-5.05777777778,5.36591666667
410,-5.39111111111,5.36591666667
411,-5.72444444444,5.36591666667
412,-6.05777777778,5.36591666667
413,-6.39111111111,5.36591666667
414,-6.72444444444,5.36591666667
415,-7.05777777778,5.36591666667
416,-7.39111111111,5.36591666667
417,-7.72444444444,5.36591666667
418,-8.05777777778,5.36591666667
419,-8.39111111111,5.36591666667
420,-8.72444444444,5.36591666667
421,-8.72444444444,5.38813888889
422,-8.72444444444,5.41036111111
423,-8.72444444444,5.43258333333
424,-8.72444444444,5.45480555556
425,-8.72444444444,5.47702777778
426,-8.72444444444,5.49925
427,-8.72444444444,5.52147222222
428,-8.72444444444,5.54369444444
429,-8.72444444444,5.56591666667
430,-8.72444444444,5.58813888889
431,-8.72444444444,5.61036111111
432,-8.72444444444,5.63258333333
433,-8.72444444444,5.65480555556
434,-8.72444444444,5.67702777778
435,-8.72444444444,5.69925
436,-8.72444444444,5.72147222222
437,-8.72444444444,5.74369444444
438,-8.72444444444,5.76591666667
439,-8.72444444444,5.78813888889
440,-8.72444444444,5.81036111111
441,-8.72444444444,5.83258333333
442,-8.39111111111,5.83258333333
443,-8.05777777778,5.83258333333
444,-7.72444444444,5.83258333333
445,-7.39111111111,5.83258333333
446,-7.05777777778,5.83258333333
447,-6.72444444444,5.83258333333
448,-6.39111111111,5.83258333333
449,-6.05777777778,5.83258333333
450,-5.72444444444,5.83258333333
451,-5.39111111111,5.83258333333
452,-5.05777777778,5.83258333333
453,-4.72444444444,5.83258333333
454,-4.39111111111,5.83258333333
455,-4.05777777778,5.83258333333
456,-3.72444444444,5.83258333333
457,-3.39111111111,5.83258333333
458,-3.05777777778,5.83258333333
459,-2.72444444444,5.83258333333
460,-2.39111111111,5.83258333333
461,-2.05777777778,5.83258333333
462,-1.72444444444,5.83258333333
463,-1.72444444444,5.81036111111
464,-1.72444444444,5.78813888889
465,-1.72444444444,5.76591666667
466,-1.72444444444,5.74369444444
467,-1.72444444444,5.72147222222
468,-1.72444444444,5.69925
469,-1.72444444444,5.67702777778
470,-1.72444444444,5.65480555556
471,-1.72444444444,5.63258333333
472,-1.72444444444,5.61036111111
473,-1.72444444444,5.58813888889
474,-1.72444444444,5.56591666667
475,-1.72444444444,5.54369444444
476,-1.72444444444,5.52147222222
477,-1.72444444444,5.49925
478,-1.72444444444,5.47702777778
479,-1.72444444444,5.45480555556
480,-1.72444444444,5.43258333333
481,-1.72444444444,5.41036111111
482,-1.72444444444,5.38813888889
483,-1.72444444444,5.36591666667
484,-1.72444444444,5.34369444444
485,-2.05777777778,5.34369444444
486,-2.39111111111,5.34369444444
487,-2.72444444444,5.34369444444
488,-3.05777777778,5.34369444444
489,-3.39111111111,5.34369444444
490,-3.72444444444,5.34369444444
491,-4.05777777778,5.34369444444
492,-4.39111111111,5.34369444444
493,-4.72444444444,5.34369444444
494,-5.05777777778,5.34369444444
495,-5.39111111111,5.34369444444
496,-5.72444444444,5.34369444444
497,-6.05777777778,5.34369444444
498,-6.39111111111,5.34369444444
499,-6.72444444444,5.34369444444
500,-7.05777777778,5.34369444444
501,-7.39111111111,5.34369444444
502,-7.72444444444,5.34369444444
503,-8.05777777778,5.34369444444
504,-8.39111111111,5.34369444444
505,-8.72444444444,5.34369444444
506,-9.05777777778,5.34369444444
507,-9.05777777778,5.36591666667
508,-9.05777777778,5.38813888889
509,-9.05777777778,5.41036111111
510,-9.05777777778,5.43258333333
511,-9.05777777778,5.45480555556
512,-9.05777777778,5.47702777778
513,-9.05777777778,5.49925
514,-9.05777777778,5.52147222222
515,-9.05777777778,5.54369444444
516,-9.05777777778,5.56591666667
517,-9.05777777778,5.58813888889
518,-9.05777777778,5.61036111111
519,-9.05777777778,5.63258333333
520,-9.05777777778,5.65480555556
521,-9.05777777778,5.67702777778
522,-9.05777777778,5.69925
523,-9.05777777778,5.72147222222
524,-9.05777777778,5.74369444444
525,-9.05777777778,5.76591666667
526,-9.05777777778,5.78813888889
527,-9.05777777778,5.81036111111
528,-9.05777777778,5.83258333333
529,-9.05777777778,5.85480555556
530,-8.72444444444,5.85480555556
531,-8.39111111111,5.85480555556
532,-8.05777777778,5.85480555556
533,-7.72444444444,5.85480555556
534,-7.39111111111,5.85480555556
535,-7.05777777778,5.85480555556
536,-6.72444444444,5.85480555556
537,-6.39111111111,5.85480555556
538,-6.05777777778,5.85480555556
539,-5.72444444444,5.85480555556
540,-5.39111111111,5.85480555556
541,-5.05777777778,5.85480555556
542,-4.72444444444,5.85480555556
543,-4.39111111111,5.85480555556
544,-4.05777777778,5.85480555556
545,-3.72444444444,5.85480555556
546,-3.39111111111,5.85480555556
547,-3.05777777778,5.85480555556
548,-2.72444444444,5.85480555556
549,-2.39111111111,5.85480555556
550,-2.05777777778,5.85480555556
551,-1.72444444444,5.85480555556
552,-1.39111111111,5.85480555556
553,-1.39111111111,5.83258333333
554,-1.39111111111,5.81036111111
555,-1.39111111111,5.78813888889
556,-1.39111111111,5.76591666667
557,-1.39111111111,5.74369444444
558,-1.39111111111,5.72147222222
559,-1.39111111111,5.69925
560,-1.39111111111,5.67702777778
561,-1.39111111111,5.65480555556
562,-1.39111111111,5.63258333333
563,-1.39111111111,5.61036111111
564,-1.39111111111,5.58813888889
565,-1.39111111111,5.56591666667
566,-1.39111111111,5.54369444444
567,-1.39111111111,5.52147222222
568,-1.39111111111,5.49925
569,-1.39111111111,5.47702777778
570,-1.39111111111,5.45480555556
571,-1.39111111111,5.43258333333
572,-1.39111111111,5.41036111111
573,-1.39111111111,5.38813888889
574,-1.39111111111,5.36591666667
575,-1.39111111111,5.34369444444
576,-1.39111111111,5.32147222222
577,-1.72444444444,5.32147222222
578,-2.05777777778,5.32147222222
579,-2.39111111111,5.32147222222
580,-2.72444444444,5.32147222222
581,-3.05777777778,5.32147222222
582,-3.39111111111,5.32147222222
583,-3.72444444444,5.32147222222
584,-4.05777777778,5.32147222222
585,-4.39111111111,5.32147222222
586,-4.72444444444,5.32147222222
587,-5.05777777778,5.32147222222
588,-5.39111111111,5.32147222222
589,-5.72444444444,5.32147222222
590,-6.05777777778,5.32147222222
591,-6.39111111111,5.32147222222
592,-6.72444444444,5.32147222222
593,-7.05777777778,5.32147222222
594,-7.39111111111,5.32147222222
595,-7.72444444444,5.32147222222
596,-8.05777777778,5.32147222222
597,-8.39111111111,5.32147222222
598,-8.72444444444,5.32147222222
599,-9.05777777778,5.32147222222
600,-9.39111111111,5.32147222222
601,-9.39111111111,5.34369444444
602,-9.39111111111,5.36591666667
603,-9.39111111111,5.38813888889
604,-9.39111111111,5.41036111111
605,-9.39111111111,5.43258333333
606,-9.39111111111,5.45480555556
607,-9.39111111111,5.47702777778
608,-9.39111111111,5.49925
609,-9.39111111111,5.52147222222
610,-9.39111111111,5.54369444444
611,-9.39111111111,5.56591666667
612,-9.39111111111,5.58813888889
613,-9.39111111111,5.61036111111
614,-9.39111111111,5.63258333333
615,-9.39111111111,5.65480555556
616,-9.39111111111,5.67702777778
617,-9.39111111111,5.69925
618,-9.39111111111,5.72147222222
619,-9.39111111111,5.74369444444
620,-9.39111111111,5.76591666667
621,-9.39111111111,5.78813888889
622,-9.39111111111,5.81036111111
623,-9.39111111111,5.83258333333
624,-9.39111111111,5.85480555556
