#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.63 -0.21  0.17885 -2.347 3.533  5.117 11.60  0.038 0.00 22.237 27.065 25.550 23.960 22.881 21.655 20.477 19.908 19.661  0.179 
 1   9.63 -0.19  0.14222 -2.626 3.500  5.164 12.10  0.038 0.00 23.435 29.134 27.374 25.652 24.428 22.941 21.593 21.035 20.770  0.142 
 1   9.63 -0.17  0.19138 -2.263 3.542  5.098 11.20  0.038 0.88 21.055 25.825 24.343 22.772 21.698 20.472 19.293 18.725 18.479  0.191 
 1   9.63 -0.15  0.45385 -1.461 3.595  4.883  9.50  0.035 0.00 17.921 21.339 20.264 18.967 18.076 17.256 16.299 15.663 15.512  0.454 
 1   9.63 -0.15  1.05827  0.168 3.784  4.378  9.60  0.036 0.98 13.259 13.938 13.914 13.334 12.987 12.681 12.300 11.998 11.968  1.058 
 1   9.63 -0.15  0.10977 -2.919 3.471  5.230 10.60  0.037 0.89 22.120 29.151 26.961 25.076 23.605 21.781 20.173 19.623 19.348  0.110 
 1   9.63 -0.09  0.40140 -1.601 3.582  4.918 10.40  0.037 0.74 18.713 22.499 21.342 19.985 19.034 18.058 17.027 16.431 16.244  0.401 
 1   9.63 -0.09  0.75353 -0.656 3.679  4.635 10.90  0.038 0.91 16.782 19.090 18.298 17.257 16.620 16.110 15.379 14.775 14.698  0.754 
 1   9.63 -0.09  0.26239 -1.988 3.559  5.027 11.30  0.038 0.78 20.516 24.813 23.488 22.019 21.008 19.895 18.792 18.214 17.987  0.262 
 1   9.63 -0.07  0.58181 -1.145 3.620  4.776 10.00  0.037 0.00 17.633 20.754 19.701 18.471 17.661 16.982 16.093 15.404 15.289  0.582 
 1   9.63 -0.05  0.10957 -2.932 3.467  5.223 10.40  0.037 0.00 22.500 29.253 27.212 25.381 23.947 22.154 20.559 20.018 19.735  0.110 
 1   9.63 -0.05  0.31820 -1.835 3.567  4.989 11.20  0.038 0.80 20.009 24.106 22.857 21.438 20.449 19.373 18.294 17.711 17.499  0.318 
 1   9.63 -0.03  0.57979 -1.161 3.618  4.779 11.80  0.038 0.00 19.472 22.643 21.578 20.341 19.520 18.822 17.921 17.232 17.116  0.580 
 1   9.63 -0.01  0.58073 -1.164 3.617  4.778 10.40  0.037 0.00 18.079 21.267 20.197 18.957 18.134 17.428 16.524 15.834 15.718  0.581 
 1   9.63 -0.01  0.10658 -2.978 3.460  5.230 11.20  0.038 0.00 23.414 30.365 28.283 26.437 24.960 23.108 21.453 20.915 20.628  0.107 
 1   9.63  0.01  0.28333 -1.933 3.557  4.998 11.50  0.038 0.00 21.102 25.313 24.038 22.603 21.601 20.478 19.375 18.794 18.573  0.283 
 1   9.63  0.01  0.76361 -0.664 3.673  4.622 12.10  0.038 0.00 18.530 20.831 20.017 18.977 18.349 17.851 17.135 16.545 16.473  0.764 
 1   9.63  0.05  0.28871 -1.923 3.556  4.992 11.20  0.038 0.00 20.777 25.010 23.730 22.292 21.287 20.156 19.048 18.467 18.244  0.289 
 1   9.63  0.07  0.16369 -2.492 3.507  5.116 10.50  0.037 0.00 21.499 26.832 25.282 23.661 22.470 20.998 19.657 19.115 18.851  0.164 
 1   9.63  0.07  0.21629 -2.174 3.540  5.055 10.80  0.038 0.00 21.005 25.576 24.206 22.702 21.647 20.415 19.244 18.678 18.437  0.216 
 1   9.63  0.11  0.30311 -1.890 3.556  4.980  8.60  0.032 0.00 18.094 22.321 21.044 19.611 18.606 17.470 16.362 15.781 15.558  0.303 
 1   9.63  0.15  0.25207 -2.052 3.544  5.013  8.90  0.033 0.00 18.800 23.286 21.938 20.450 19.409 18.201 17.046 16.477 16.238  0.252 
 1   9.65 -0.63  0.10402 -2.954 3.482  5.284 11.30  0.038 0.00 23.456 30.508 27.967 25.974 24.595 22.978 21.587 21.001 20.769  0.104 
 1   9.65 -0.61  0.18141 -2.252 3.561  5.138 12.50  0.038 0.00 22.901 27.179 25.745 24.200 23.202 22.262 21.226 20.645 20.422  0.181 
 1   9.65 -0.57  0.13055 -2.683 3.508  5.213  9.20  0.034 0.79 20.234 26.386 24.286 22.424 21.175 19.722 18.406 17.819 17.573  0.131 
 1   9.65 -0.39  0.66908 -0.797 3.670  4.688 10.60  0.037 0.82 16.965 19.310 18.549 17.498 16.840 16.301 15.541 14.921 14.829  0.669 
 1   9.65 -0.39  0.83398 -0.294 3.743  4.571 11.60  0.038 0.00 17.105 18.143 17.986 17.261 16.840 16.469 15.980 15.586 15.541  0.834 
 1   9.65 -0.35  0.11824 -2.822 3.487  5.228 11.70  0.038 0.00 23.525 29.929 27.824 25.969 24.651 23.061 21.661 21.088 20.827  0.118 
 1   9.65 -0.33  0.83663 -0.314 3.738  4.573 11.60  0.038 0.00 17.156 18.286 18.075 17.323 16.889 16.511 16.007 15.602 15.555  0.837 
 1   9.65 -0.31  0.18355 -2.298 3.543  5.117 10.90  0.038 0.00 21.414 26.078 24.568 22.986 21.939 20.811 19.686 19.109 18.866  0.184 
 1   9.65 -0.29  0.18152 -2.315 3.540  5.118  9.50  0.035 0.84 19.540 24.471 22.901 21.282 20.192 18.965 17.777 17.205 16.956  0.182 
 1   9.65 -0.29  0.69895 -0.744 3.673  4.664 12.00  0.038 0.79 18.288 20.630 19.861 18.811 18.157 17.622 16.866 16.249 16.160  0.699 
 1   9.65 -0.27  0.17327 -2.378 3.531  5.126  9.00  0.034 0.00 19.716 24.614 23.056 21.442 20.357 19.134 17.954 17.384 17.136  0.173 
 1   9.65 -0.27  2.84036 -3.669 3.827  8.224 11.20  0.038 0.87 24.637 24.852 25.114 24.626 24.302 24.004 23.685 23.423 23.385  0.727 
 1   9.65 -0.27  0.82789 -0.365 3.729  4.583 11.30  0.038 0.00 16.983 18.257 17.965 17.170 16.715 16.324 15.794 15.367 15.318  0.828 
 1   9.65 -0.27  0.12209 -2.796 3.487  5.215 11.70  0.038 0.74 23.137 29.715 27.651 25.810 24.446 22.760 21.222 20.663 20.392  0.122 
 1   9.65 -0.25  0.22536 -2.091 3.560  5.070  8.90  0.033 0.00 18.898 23.084 21.754 20.279 19.285 18.259 17.196 16.617 16.397  0.225 
 1   9.65 -0.25  0.34560 -1.731 3.583  4.985 10.90  0.038 0.00 19.998 23.642 22.507 21.148 20.217 19.331 18.343 17.747 17.566  0.346 
 1   9.65 -0.25  0.58567 -1.087 3.632  4.767 11.40  0.038 0.00 18.888 21.775 20.802 19.620 18.855 18.235 17.388 16.713 16.605  0.586 
 1   9.65 -0.23  0.11660 -2.849 3.481  5.223 10.70  0.037 0.00 22.593 29.081 27.015 25.177 23.825 22.163 20.702 20.142 19.874  0.117 
 1   9.65 -0.21  0.11442 -2.871 3.478  5.226 11.70  0.038 0.00 23.647 30.207 28.127 26.284 24.916 23.228 21.747 21.189 20.919  0.114 
 1   9.65 -0.19  0.23572 -2.062 3.559  5.056 10.50  0.037 0.91 19.772 24.038 22.694 21.212 20.209 19.143 18.061 17.482 17.257  0.236 
 1   9.65 -0.19  0.20084 -2.194 3.551  5.087 11.60  0.038 0.80 21.408 26.049 24.599 23.049 21.996 20.816 19.659 19.087 18.844  0.201 
 1   9.65 -0.19  0.18358 -2.316 3.537  5.109 11.90  0.038 0.00 22.459 27.207 25.720 24.147 23.079 21.871 20.705 20.135 19.890  0.184 
 1   9.65 -0.17  0.42274 -1.533 3.591  4.906 11.70  0.038 0.71 19.881 23.502 22.379 21.040 20.116 19.220 18.226 17.617 17.443  0.423 
 1   9.65 -0.15  0.15617 -2.518 3.510  5.136  9.00  0.034 0.00 20.064 25.429 23.790 22.130 20.955 19.541 18.242 17.686 17.426  0.156 
 1   9.65 -0.15  2.90256 -3.868 3.782  8.248  9.10  0.034 0.00 23.539 24.111 24.163 23.575 23.215 22.896 22.521 22.225 22.184  0.741 
 1   9.65 -0.15  0.15020 -2.560 3.505  5.141  9.80  0.036 0.00 20.971 26.482 24.802 23.119 21.920 20.464 19.137 18.582 18.319  0.150 
 1   9.65 -0.15  0.10532 -2.983 3.464  5.245 10.40  0.037 0.00 22.627 29.697 27.470 25.578 24.102 22.282 20.685 20.134 19.860  0.105 
 1   9.65 -0.15  0.23607 -2.067 3.557  5.053 12.20  0.038 0.00 22.138 26.395 25.064 23.591 22.588 21.511 20.425 19.846 19.621  0.236 
 1   9.65 -0.15  0.53944 -1.236 3.615  4.810 12.70  0.038 0.71 20.205 23.486 22.426 21.161 20.309 19.547 18.617 17.964 17.825  0.539 
 1   9.65 -0.15  0.18945 -2.280 3.540  5.099 13.30  0.038 0.95 23.096 27.836 26.367 24.804 23.734 22.511 21.337 20.769 20.524  0.189 
 1   9.65 -0.13  0.44241 -1.491 3.592  4.889 10.40  0.037 0.00 18.898 22.386 21.297 19.990 19.087 18.234 17.262 16.634 16.476  0.442 
 1   9.65 -0.13  0.10586 -2.977 3.464  5.242 11.30  0.038 0.00 23.512 30.540 28.342 26.460 24.989 23.169 21.569 21.020 20.744  0.106 
 1   9.65 -0.11  0.21076 -2.170 3.549  5.074  8.70  0.032 0.00 18.895 23.336 21.951 20.443 19.419 18.281 17.164 16.589 16.352  0.211 
 1   9.65 -0.11  0.19686 -2.233 3.544  5.087  9.80  0.036 0.00 20.153 24.708 23.296 21.771 20.728 19.551 18.410 17.839 17.598  0.197 
 1   9.65 -0.09  0.53168 -1.271 3.609  4.818 11.00  0.038 0.98 18.227 21.483 20.423 19.164 18.315 17.570 16.648 15.976 15.848  0.532 
 1   9.65 -0.07  0.29505 -1.893 3.564  5.003 10.50  0.037 0.00 20.002 24.067 22.822 21.407 20.422 19.363 18.292 17.708 17.499  0.295 
 1   9.65 -0.07  0.23273 -2.094 3.552  5.051 12.50  0.038 0.00 22.504 26.875 25.525 24.040 23.023 21.889 20.776 20.199 19.966  0.233 
 1   9.65 -0.05  0.71777 -0.773 3.661  4.658  7.40  0.024 0.00 14.101 16.562 15.692 14.616 13.951 13.426 12.672 12.048 11.969  0.718 
 1   9.65 -0.05  0.24098 -2.066 3.552  5.041 10.30  0.037 0.72 19.828 24.344 22.976 21.475 20.431 19.233 18.074 17.505 17.266  0.241 
 1   9.65 -0.05  0.35904 -1.728 3.574  4.961 10.70  0.037 0.00 19.789 23.630 22.469 21.110 20.148 19.132 18.086 17.500 17.309  0.359 
 1   9.65 -0.03  0.76247 -0.649 3.678  4.628 11.90  0.038 0.74 18.028 20.372 19.578 18.531 17.886 17.354 16.608 16.006 15.923  0.762 
 1   9.65 -0.03  0.20486 -2.206 3.543  5.073 12.10  0.038 0.93 21.731 26.347 24.953 23.435 22.375 21.142 19.969 19.404 19.161  0.205 
 1   9.65 -0.03  0.68242 -0.879 3.647  4.685 12.20  0.038 0.00 19.166 21.901 20.934 19.798 19.079 18.509 17.701 17.036 16.947  0.682 
 1   9.65 -0.01  0.28177 -1.943 3.558  5.009  8.20  0.029 0.73 17.353 21.648 20.347 18.894 17.879 16.732 15.615 15.039 14.813  0.282 
 1   9.65 -0.01  0.56320 -1.208 3.612  4.792 11.10  0.038 0.00 18.890 22.129 21.056 19.806 18.969 18.238 17.321 16.636 16.516  0.563 
 1   9.65  0.03  0.82523 -0.494 3.696  4.578 10.10  0.037 0.00 16.104 18.012 17.371 16.416 15.863 15.416 14.782 14.266 14.206  0.825 
 1   9.65  0.03  0.45266 -1.494 3.586  4.878 11.50  0.038 0.00 20.006 23.638 22.532 21.229 20.300 19.351 18.333 17.712 17.549  0.453 
 1   9.65  0.05  0.27309 -1.970 3.553  5.004 12.70  0.038 0.00 22.396 26.699 25.395 23.941 22.928 21.780 20.663 20.084 19.855  0.273 
 1   9.65  0.07  0.37783 -1.683 3.571  4.928 12.20  0.038 0.00 21.177 25.085 23.925 22.576 21.602 20.532 19.459 18.869 18.676  0.378 
 1   9.65  0.09  0.10895 -2.954 3.460  5.215  9.70  0.036 0.00 21.855 28.779 26.720 24.880 23.405 21.552 19.892 19.357 19.067  0.109 
 1   9.65  0.09  0.10090 -3.064 3.447  5.239 10.30  0.037 0.00 22.730 30.207 27.949 26.041 24.467 22.502 20.733 20.197 19.904  0.101 
 1   9.65  0.13  0.23113 -2.126 3.541  5.036  9.60  0.036 0.00 19.684 24.243 22.878 21.378 20.324 19.092 17.922 17.356 17.115  0.231 
 1   9.65  0.13  0.33593 -1.804 3.562  4.960 10.60  0.037 0.00 19.879 23.998 22.764 21.363 20.368 19.252 18.152 17.566 17.355  0.336 
 1   9.65  0.19  0.33099 -1.826 3.558  4.962 10.40  0.037 1.00 18.984 23.183 21.923 20.504 19.500 18.363 17.253 16.668 16.450  0.331 
 1   9.65  0.23  0.17580 -2.421 3.511  5.093 12.10  0.038 0.00 22.922 28.139 26.623 25.022 23.850 22.409 21.090 20.546 20.284  0.176 
 1   9.67 -0.71  0.12483 -2.716 3.509  5.234 12.20  0.038 0.00 23.761 29.721 27.598 25.738 24.543 23.214 21.972 21.378 21.141  0.125 
 1   9.67 -0.67  0.20506 -2.067 3.588  5.115 12.80  0.038 0.86 22.215 25.957 24.761 23.331 22.391 21.554 20.577 19.990 19.791  0.205 
 1   9.67 -0.53  0.11329 -2.845 3.491  5.248  8.90  0.033 0.94 20.121 26.746 24.453 22.531 21.205 19.636 18.265 17.678 17.429  0.113 
 1   9.67 -0.51  0.49008 -1.288 3.625  4.862  9.80  0.036 0.00 17.789 20.684 19.747 18.545 17.760 17.126 16.277 15.620 15.494  0.490 
 1   9.67 -0.51  0.23273 -2.000 3.581  5.075 11.70  0.038 0.97 20.754 24.439 23.265 21.855 20.917 20.083 19.111 18.530 18.338  0.233 
 1   9.67 -0.51  0.53054 -1.173 3.634  4.819 13.30  0.038 0.00 21.001 23.747 22.853 21.695 20.946 20.342 19.516 18.860 18.746  0.531 
 1   9.67 -0.47  1.03851  0.308 3.808  4.326 10.20  0.037 0.00 14.199 14.628 14.729 14.276 13.982 13.711 13.389 13.132 13.110  1.039 
 1   9.67 -0.45  0.85105 -0.225 3.753  4.552 12.00  0.038 0.00 17.334 18.222 18.147 17.472 17.073 16.716 16.256 15.885 15.843  0.851 
 1   9.67 -0.41  0.42682 -1.478 3.605  4.912 10.40  0.037 0.00 18.864 22.045 21.039 19.764 18.911 18.191 17.289 16.657 16.510  0.427 
 1   9.67 -0.41  0.13444 -2.670 3.503  5.196 10.60  0.037 0.00 22.044 27.877 25.956 24.165 22.952 21.526 20.227 19.647 19.389  0.134 
 1   9.67 -0.39  0.71142 -0.667 3.688  4.653 10.00  0.037 0.00 16.436 18.315 17.737 16.793 16.232 15.764 15.101 14.556 14.486  0.711 
 1   9.67 -0.39  1.67174 -3.776 3.786  8.123 11.10  0.038 0.00 25.310 25.743 25.886 25.329 24.975 24.652 24.287 24.001 23.954  0.659 
 1   9.67 -0.39  0.13679 -2.651 3.504  5.189 12.20  0.038 0.00 23.598 29.376 27.484 25.706 24.499 23.079 21.782 21.204 20.946  0.137 
 1   9.67 -0.39  0.27320 -1.900 3.579  5.037 12.70  0.038 0.89 21.584 25.362 24.167 22.756 21.806 20.918 19.923 19.341 19.145  0.273 
 1   9.67 -0.37  0.84175 -0.273 3.745  4.562  8.50  0.031 0.00 13.952 14.959 14.812 14.096 13.680 13.314 12.833 12.445 12.402  0.842 
 1   9.67 -0.35  0.13145 -2.704 3.498  5.199 11.00  0.038 0.00 22.529 28.482 26.548 24.753 23.512 22.030 20.695 20.121 19.860  0.131 
 1   9.67 -0.35  0.12732 -2.741 3.495  5.209 11.70  0.038 0.83 22.803 29.156 27.086 25.240 23.928 22.340 20.936 20.363 20.103  0.127 
 1   9.67 -0.35  0.16926 -2.396 3.532  5.135 12.90  0.038 0.00 23.660 28.603 27.003 25.365 24.280 23.078 21.908 21.333 21.084  0.169 
 1   9.67 -0.33  0.98327  0.110 3.787  4.415 10.40  0.037 0.00 14.895 15.489 15.525 14.980 14.644 14.342 13.971 13.674 13.646  0.983 
 1   9.67 -0.33  2.10337 -3.688 3.813  8.156 11.60  0.038 0.93 24.936 25.085 25.367 24.874 24.539 24.225 23.908 23.663 23.607  0.682 
 1   9.67 -0.31  1.39248 -3.137 3.940  8.088 10.00  0.037 0.00 22.613 22.432 22.919 22.661 22.514 22.369 22.308 22.186 22.208  0.642 
 1   9.67 -0.29  1.02068  0.187 3.792  4.375 11.20  0.038 0.71 15.355 16.023 16.028 15.464 15.110 14.794 14.387 14.051 14.014  1.021 
 1   9.67 -0.27  0.12529 -2.768 3.490  5.208 10.60  0.037 0.00 22.289 28.485 26.502 24.694 23.398 21.824 20.425 19.860 19.595  0.125 
 1   9.67 -0.25  0.10814 -2.933 3.473  5.243 10.90  0.038 0.88 22.495 29.659 27.368 25.448 23.971 22.151 20.552 19.993 19.725  0.108 
 1   9.67 -0.25  0.14365 -2.606 3.504  5.163 11.50  0.038 0.85 22.251 28.113 26.271 24.515 23.271 21.764 20.404 19.840 19.577  0.144 
 1   9.67 -0.23  0.18050 -2.331 3.536  5.115 10.80  0.038 0.00 21.399 26.180 24.669 23.083 22.012 20.811 19.646 19.076 18.829  0.181 
 1   9.67 -0.23  0.21432 -2.136 3.557  5.078 10.90  0.038 0.75 20.603 25.110 23.698 22.169 21.133 20.000 18.867 18.293 18.057  0.214 
 1   9.67 -0.23  0.28459 -1.896 3.571  5.020 11.20  0.038 0.00 20.710 24.607 23.392 21.984 21.019 20.054 19.024 18.442 18.242  0.285 
 1   9.67 -0.21  0.10683 -2.956 3.469  5.244  8.40  0.031 0.00 20.560 27.503 25.279 23.389 21.949 20.177 18.633 18.077 17.808  0.107 
 1   9.67 -0.21  0.24667 -2.016 3.563  5.045 11.20  0.038 0.00 21.011 25.125 23.833 22.381 21.394 20.371 19.311 18.730 18.516  0.247 
 1   9.67 -0.21  0.17741 -2.357 3.532  5.118 11.70  0.038 0.00 22.362 27.217 25.695 24.101 23.017 21.782 20.598 20.030 19.782  0.177 
 1   9.67 -0.19  0.34743 -1.736 3.580  4.980  9.00  0.034 0.82 17.545 21.341 20.166 18.786 17.834 16.883 15.864 15.276 15.084  0.347 
 1   9.67 -0.15  0.08795 -3.333 3.414  5.316  9.00  0.034 0.00 22.103 31.357 28.369 26.253 24.374 22.138 20.034 19.487 19.190  0.088 
 1   9.67 -0.15  0.35261 -1.729 3.578  4.973 12.00  0.038 0.00 21.091 24.835 23.685 22.325 21.377 20.428 19.412 18.821 18.635  0.353 
 1   9.67 -0.15  0.43664 -1.501 3.592  4.894 12.40  0.038 0.00 20.922 24.405 23.318 22.009 21.106 20.258 19.288 18.661 18.503  0.437 
 1   9.67 -0.09  0.86591 -0.330 3.726  4.556 11.50  0.038 0.00 17.094 18.477 18.109 17.284 16.817 16.424 15.887 15.455 15.406  0.866 
 1   9.67 -0.05  0.38326 -1.658 3.577  4.935 11.10  0.038 0.00 20.015 23.786 22.647 21.303 20.350 19.355 18.319 17.727 17.543  0.383 
 1   9.67 -0.03  0.78576 -0.577 3.689  4.610  9.20  0.034 0.00 15.413 17.421 16.741 15.766 15.191 14.728 14.068 13.527 13.463  0.786 
 1   9.67 -0.03  0.16478 -2.472 3.512  5.121  9.80  0.036 0.79 20.288 25.739 24.144 22.502 21.295 19.801 18.436 17.891 17.625  0.165 
 1   9.67 -0.03  0.22807 -2.118 3.548  5.053 11.00  0.038 0.00 21.064 25.495 24.141 22.652 21.624 20.456 19.326 18.752 18.515  0.228 
 1   9.67 -0.03  0.62097 -1.046 3.629  4.740 12.00  0.038 0.72 19.060 22.203 21.149 19.925 19.114 18.408 17.505 16.833 16.712  0.621 
 1   9.67 -0.01  0.31103 -1.860 3.563  4.989  9.30  0.035 0.00 18.719 22.788 21.555 20.149 19.163 18.081 17.001 16.418 16.208  0.311 
 1   9.67  0.01  0.16075 -2.505 3.507  5.123 11.40  0.038 0.94 21.766 27.195 25.619 23.983 22.775 21.277 19.916 19.375 19.108  0.161 
 1   9.67  0.03  0.10375 -3.020 3.454  5.236  9.00  0.034 0.00 21.320 28.494 26.342 24.470 22.951 21.046 19.340 18.804 18.514  0.104 
 1   9.67  0.09  0.48937 -1.408 3.592  4.848 11.60  0.038 0.96 19.191 22.767 21.673 20.389 19.472 18.541 17.528 16.889 16.736  0.489 
 1   9.67  0.09  0.23497 -2.105 3.543  5.034 11.70  0.038 0.00 21.732 26.239 24.884 23.391 22.347 21.135 19.978 19.409 19.169  0.235 
 1   9.67  0.13  0.14808 -2.612 3.491  5.131 10.50  0.037 0.74 21.393 27.418 25.686 23.971 22.654 20.993 19.486 18.950 18.669  0.148 
 1   9.67  0.15  0.19310 -2.293 3.527  5.072 12.90  0.038 0.00 23.402 28.229 26.808 25.266 24.165 22.840 21.607 21.054 20.805  0.193 
 1   9.67  0.21  0.90958 -0.299 3.718  4.516 11.70  0.038 0.00 17.218 18.857 18.325 17.431 16.930 16.527 15.967 15.526 15.474  0.910 
 1   9.69 -0.57  0.22770 -2.002 3.585  5.084 11.80  0.038 0.00 21.576 25.145 24.012 22.627 21.706 20.903 19.950 19.363 19.177  0.228 
 1   9.69 -0.55  0.13745 -2.623 3.512  5.195 12.10  0.038 0.00 23.429 29.097 27.169 25.376 24.204 22.882 21.643 21.055 20.804  0.137 
 1   9.69 -0.51  0.20433 -2.113 3.574  5.104 10.20  0.037 0.00 20.253 24.088 22.857 21.413 20.454 19.586 18.594 18.020 17.817  0.204 
 1   9.69 -0.51  0.49532 -1.273 3.626  4.856 12.30  0.038 0.00 20.252 23.132 22.199 21.002 20.221 19.591 18.744 18.086 17.962  0.495 
 1   9.69 -0.49  0.13918 -2.616 3.511  5.188 11.60  0.038 0.00 22.910 28.562 26.669 24.889 23.712 22.369 21.119 20.533 20.278  0.139 
 1   9.69 -0.49  0.20185 -2.128 3.572  5.105 12.10  0.038 0.99 21.444 25.353 24.093 22.635 21.670 20.782 19.781 19.205 18.999  0.202 
 1   9.69 -0.45  0.31060 -1.769 3.591  5.010 13.30  0.038 0.71 22.050 25.610 24.489 23.117 22.198 21.378 20.418 19.828 19.644  0.311 
 1   9.69 -0.43  0.15782 -2.468 3.525  5.150  9.40  0.035 0.00 20.340 25.486 23.795 22.106 20.999 19.767 18.578 17.999 17.747  0.158 
 1   9.69 -0.43  0.26363 -1.915 3.581  5.044 12.10  0.038 0.00 21.659 25.332 24.170 22.776 21.839 20.989 20.013 19.428 19.238  0.264 
 1   9.69 -0.41  0.21258 -2.108 3.568  5.091 11.30  0.038 0.00 21.341 25.360 24.067 22.600 21.624 20.688 19.665 19.087 18.876  0.213 
 1   9.69 -0.41  0.27438 -1.889 3.581  5.036 11.70  0.038 0.00 21.193 24.862 23.703 22.314 21.378 20.524 19.547 18.961 18.772  0.274 
 1   9.69 -0.41  0.31481 -1.774 3.588  5.008 12.90  0.038 0.00 22.104 25.611 24.507 23.154 22.242 21.430 20.478 19.882 19.705  0.315 
 1   9.69 -0.39  0.14069 -2.616 3.508  5.179 10.60  0.037 0.00 21.910 27.579 25.727 23.965 22.774 21.383 20.102 19.525 19.267  0.141 
 1   9.69 -0.39  0.40400 -1.539 3.600  4.927 11.10  0.038 0.93 19.066 22.370 21.334 20.029 19.151 18.390 17.467 16.849 16.690  0.404 
 1   9.69 -0.37  0.14552 -2.575 3.511  5.165 11.00  0.038 0.00 22.208 27.757 25.956 24.218 23.043 21.674 20.406 19.831 19.574  0.146 
 1   9.69 -0.37  0.31024 -1.799 3.584  5.011 11.10  0.038 0.00 20.367 23.971 22.837 21.468 20.543 19.697 18.726 18.134 17.951  0.310 
 1   9.69 -0.35  0.28545 -1.872 3.579  5.026  8.40  0.031 0.92 17.177 20.934 19.750 18.351 17.402 16.507 15.511 14.929 14.736  0.285 
 1   9.69 -0.35  0.41488 -1.518 3.599  4.916 10.10  0.037 0.00 18.666 21.951 20.919 19.624 18.750 17.992 17.070 16.443 16.289  0.415 
 1   9.69 -0.35  0.19656 -2.195 3.557  5.102 11.70  0.038 0.00 21.958 26.269 24.869 23.350 22.346 21.327 20.262 19.683 19.455  0.197 
 1   9.69 -0.33  0.11125 -2.887 3.481  5.240  9.70  0.036 0.73 21.491 28.328 26.133 24.245 22.859 21.157 19.568 18.991 18.720  0.111 
 1   9.69 -0.31  0.53713 -1.202 3.623  4.810 10.40  0.037 0.00 18.176 21.169 20.179 18.964 18.170 17.520 16.653 15.980 15.860  0.537 
 1   9.69 -0.31  0.24583 -2.002 3.569  5.052 11.20  0.038 0.00 20.975 24.951 23.693 22.253 21.281 20.322 19.292 18.712 18.505  0.246 
 1   9.69 -0.31  0.27998 -1.896 3.575  5.028 11.90  0.038 0.00 21.409 25.209 24.019 22.617 21.662 20.744 19.736 19.155 18.960  0.280 
 1   9.69 -0.31  0.34629 -1.718 3.586  4.987 13.70  0.038 0.74 22.284 25.964 24.811 23.436 22.501 21.619 20.630 20.038 19.851  0.346 
 1   9.69 -0.29  0.27331 -1.919 3.573  5.031  9.30  0.035 0.00 18.868 22.726 21.515 20.105 19.144 18.206 17.188 16.608 16.409  0.273 
 1   9.69 -0.27  0.35566 -1.699 3.585  4.976 10.20  0.037 0.00 19.218 22.804 21.684 20.335 19.412 18.549 17.572 16.972 16.795  0.356 
 1   9.69 -0.27  0.66119 -0.859 3.659  4.698 11.90  0.038 0.94 18.213 20.753 19.891 18.797 18.107 17.553 16.768 16.123 16.033  0.661 
 1   9.69 -0.25  0.23569 -2.051 3.563  5.059  9.90  0.036 0.00 19.797 23.922 22.617 21.155 20.168 19.156 18.100 17.520 17.304  0.236 
 1   9.69 -0.25  0.11713 -2.842 3.482  5.223 11.30  0.038 0.00 23.176 29.643 27.572 25.732 24.387 22.739 21.290 20.727 20.461  0.117 
 1   9.69 -0.23  0.42001 -1.528 3.593  4.909 11.00  0.038 0.00 19.589 23.028 21.951 20.639 19.743 18.922 17.966 17.342 17.183  0.420 
 1   9.69 -0.21  0.11283 -2.885 3.477  5.228 10.20  0.037 0.79 21.825 28.736 26.591 24.721 23.289 21.503 19.877 19.324 19.046  0.113 
 1   9.69 -0.21  1.68243 -2.489 4.092  8.033 10.50  0.037 0.79 21.434 21.635 22.098 21.896 21.883 21.855 21.922 21.840 21.868  0.618 
 1   9.69 -0.21  0.43956 -1.483 3.596  4.894 11.10  0.038 0.00 19.579 22.972 21.905 20.605 19.717 18.912 17.963 17.330 17.177  0.440 
 1   9.69 -0.21  0.17266 -2.391 3.528  5.123 11.50  0.038 0.00 22.247 27.196 25.650 24.040 22.942 21.676 20.473 19.906 19.656  0.173 
 1   9.69 -0.19  0.10463 -2.989 3.464  5.250  8.90  0.033 0.00 21.143 28.263 25.988 24.081 22.603 20.787 19.203 18.649 18.379  0.105 
 1   9.69 -0.19  0.18784 -2.284 3.540  5.103  9.90  0.036 0.00 20.381 25.044 23.578 22.019 20.964 19.784 18.636 18.064 17.821  0.188 
 1   9.69 -0.19  0.58337 -1.107 3.628  4.769 11.80  0.038 0.87 18.816 21.875 20.858 19.636 18.832 18.160 17.280 16.605 16.486  0.583 
 1   9.69 -0.17  0.22279 -2.114 3.555  5.066 10.40  0.037 0.94 19.763 24.111 22.741 21.244 20.232 19.140 18.046 17.468 17.237  0.223 
 1   9.69 -0.17  0.18096 -2.337 3.533  5.111 10.90  0.038 0.75 21.106 26.152 24.605 22.995 21.875 20.557 19.311 18.748 18.494  0.181 
 1   9.69 -0.17  1.20224  0.664 3.791  3.966 11.70  0.038 0.00 14.811 15.423 15.405 14.872 14.547 14.257 13.899 13.620 13.590  1.202 
 1   9.69 -0.15  0.28364 -1.912 3.567  5.015 11.00  0.038 0.00 20.551 24.564 23.321 21.902 20.924 19.905 18.851 18.268 18.061  0.284 
 1   9.69 -0.13  0.26887 -1.960 3.563  5.024  9.80  0.036 0.82 18.912 23.120 21.813 20.354 19.356 18.282 17.199 16.619 16.397  0.269 
