#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.85 -0.31  1.17271 -2.613 4.057  8.002 11.40  0.038 0.00 22.702 22.757 23.215 23.018 23.016 23.007 23.138 23.097 23.154  0.600 
 1   9.85 -0.31  0.23791 -2.027 3.567  5.056 11.90  0.038 0.00 21.737 25.760 24.483 23.034 22.057 21.088 20.052 19.472 19.262  0.238 
 1   9.85 -0.31  1.05254  0.472 3.792  4.101 12.20  0.038 0.00 15.789 16.360 16.385 15.864 15.539 15.246 14.886 14.602 14.574  1.053 
 1   9.85 -0.29  0.30653 -1.816 3.579  5.003 11.60  0.038 0.00 20.911 24.629 23.466 22.086 21.143 20.244 19.248 18.660 18.472  0.307 
 1   9.85 -0.29  0.56534 -1.120 3.630  4.777 11.70  0.038 0.00 19.269 22.168 21.198 20.010 19.240 18.615 17.766 17.091 16.980  0.565 
 1   9.85 -0.29  0.97933  0.164 3.783  4.344 12.10  0.038 0.93 15.951 16.651 16.637 16.046 15.690 15.372 14.972 14.653 14.621  0.979 
 1   9.85 -0.27  0.16542 -2.433 3.524  5.133 10.60  0.037 0.00 21.452 26.518 24.916 23.274 22.164 20.887 19.675 19.106 18.854  0.165 
 1   9.85 -0.27  0.11279 -2.878 3.479  5.232 11.10  0.038 0.00 23.066 29.667 27.534 25.672 24.307 22.635 21.174 20.609 20.344  0.113 
 1   9.85 -0.27  0.51129 -1.277 3.615  4.830 12.40  0.038 0.79 19.905 23.120 22.087 20.823 19.976 19.243 18.330 17.682 17.541  0.511 
 1   9.85 -0.27  0.24993 -1.988 3.568  5.040 12.50  0.038 0.00 22.239 26.244 24.982 23.544 22.568 21.590 20.551 19.971 19.763  0.250 
 1   9.85 -0.27  0.66503 -0.828 3.662  4.684 13.00  0.038 0.00 19.841 22.215 21.412 20.357 19.702 19.176 18.424 17.803 17.720  0.665 
 1   9.85 -0.25  0.13426 -2.689 3.496  5.186 10.40  0.037 0.85 21.343 27.468 25.532 23.739 22.451 20.879 19.477 18.914 18.648  0.134 
 1   9.85 -0.25  0.11541 -2.857 3.481  5.226 11.40  0.038 0.90 22.711 29.453 27.289 25.415 24.018 22.303 20.804 20.242 19.976  0.115 
 1   9.85 -0.25  0.17475 -2.367 3.532  5.121 11.90  0.038 0.00 22.588 27.469 25.925 24.318 23.234 22.008 20.828 20.258 20.009  0.175 
 1   9.85 -0.25  0.29198 -1.864 3.574  5.010 12.20  0.038 0.00 21.630 25.456 24.265 22.869 21.911 20.968 19.950 19.368 19.172  0.292 
 1   9.85 -0.25  1.06954  0.470 3.789  4.098 12.30  0.038 0.00 15.895 16.504 16.507 15.968 15.637 15.341 14.974 14.686 14.656  1.070 
 1   9.85 -0.25  0.18173 -2.316 3.538  5.112 12.40  0.038 0.00 22.961 27.700 26.193 24.610 23.547 22.368 21.216 20.643 20.398  0.182 
 1   9.85 -0.25  0.43619 -1.479 3.598  4.894 12.50  0.038 0.00 20.967 24.311 23.258 21.962 21.082 20.299 19.361 18.726 18.575  0.436 
 1   9.85 -0.23  0.28425 -1.891 3.572  5.015 10.50  0.037 0.00 19.997 23.890 22.677 21.270 20.305 19.340 18.312 17.729 17.529  0.284 
 1   9.85 -0.23  0.21491 -2.129 3.557  5.073 11.20  0.038 0.00 21.292 25.571 24.212 22.720 21.717 20.663 19.585 19.006 18.780  0.215 
 1   9.85 -0.23  1.03714  0.284 3.783  4.249 12.10  0.038 0.00 16.159 16.812 16.804 16.238 15.896 15.590 15.211 14.910 14.880  1.037 
 1   9.85 -0.23  0.68338 -0.787 3.666  4.667 12.20  0.038 0.00 18.936 21.266 20.475 19.429 18.786 18.269 17.528 16.917 16.837  0.683 
 1   9.85 -0.21  0.10197 -3.026 3.461  5.261  9.30  0.035 0.00 21.634 28.965 26.597 24.660 23.145 21.294 19.686 19.130 18.862  0.102 
 1   9.85 -0.21  0.20861 -2.156 3.554  5.078 10.60  0.037 0.00 20.761 25.104 23.726 22.223 21.213 20.136 19.048 18.470 18.240  0.209 
 1   9.85 -0.21  0.17491 -2.372 3.530  5.119 11.00  0.038 0.72 21.331 26.473 24.887 23.253 22.122 20.790 19.532 18.967 18.712  0.175 
 1   9.85 -0.21  0.28009 -1.907 3.570  5.017 11.20  0.038 0.00 20.737 24.679 23.451 22.037 21.068 20.085 19.047 18.465 18.262  0.280 
 1   9.85 -0.21  0.18832 -2.274 3.542  5.101 11.30  0.038 0.79 21.307 26.172 24.655 23.064 21.978 20.736 19.538 18.970 18.720  0.188 
 1   9.85 -0.21  0.36493 -1.676 3.584  4.957 12.00  0.038 0.00 20.961 24.596 23.468 22.120 21.190 20.295 19.303 18.703 18.526  0.365 
 1   9.85 -0.21  0.27263 -1.930 3.568  5.022 12.90  0.038 0.00 22.494 26.472 25.231 23.809 22.835 21.844 20.802 20.220 20.014  0.273 
 1   9.85 -0.21  0.21322 -2.139 3.556  5.074 13.10  0.038 0.78 22.778 27.299 25.884 24.355 23.317 22.175 21.040 20.466 20.229  0.213 
 1   9.85 -0.19  0.14081 -2.637 3.499  5.167 10.30  0.037 0.00 21.663 27.398 25.625 23.898 22.669 21.172 19.819 19.261 18.996  0.141 
 1   9.85 -0.19  0.12263 -2.799 3.484  5.208 11.20  0.038 0.00 22.967 29.265 27.293 25.489 24.162 22.529 21.083 20.526 20.257  0.123 
 1   9.85 -0.19  0.19786 -2.208 3.549  5.086 11.90  0.038 1.00 21.444 25.919 24.499 22.971 21.946 20.830 19.721 19.144 18.906  0.198 
 1   9.85 -0.17  0.19838 -2.208 3.549  5.084 10.90  0.038 0.00 21.189 25.666 24.252 22.728 21.701 20.577 19.464 18.888 18.649  0.198 
 1   9.85 -0.17  0.33726 -1.759 3.577  4.979 11.80  0.038 0.00 20.967 24.733 23.573 22.206 21.255 20.304 19.286 18.698 18.510  0.337 
 1   9.85 -0.17  0.15709 -2.507 3.512  5.135 12.10  0.038 0.00 23.137 28.473 26.834 25.173 24.006 22.610 21.322 20.763 20.504  0.157 
 1   9.85 -0.17  0.16390 -2.457 3.518  5.129 12.20  0.038 0.00 23.113 28.284 26.693 25.058 23.919 22.569 21.313 20.752 20.497  0.164 
 1   9.85 -0.17  0.17414 -2.383 3.527  5.117 13.20  0.038 0.73 23.551 28.729 27.150 25.519 24.377 23.017 21.741 21.180 20.924  0.174 
 1   9.85 -0.17  0.39136 -1.606 3.585  4.925 13.50  0.038 0.00 22.286 25.897 24.780 23.444 22.518 21.622 20.629 20.022 19.850  0.391 
 1   9.85 -0.17  0.30614 -1.838 3.572  4.996 13.80  0.038 0.80 22.622 26.609 25.374 23.958 22.983 21.975 20.925 20.343 20.137  0.306 
 1   9.85 -0.15  0.10739 -2.953 3.468  5.238  8.50  0.031 0.87 20.151 27.367 25.124 23.223 21.718 19.851 18.185 17.637 17.359  0.107 
 1   9.85 -0.15  0.17604 -2.372 3.528  5.114 10.80  0.038 0.78 21.060 26.204 24.639 23.016 21.878 20.522 19.253 18.693 18.437  0.176 
 1   9.85 -0.15  0.28400 -1.906 3.567  5.010 11.50  0.038 0.00 21.034 25.041 23.800 22.383 21.406 20.388 19.335 18.752 18.545  0.284 
 1   9.85 -0.15  0.24761 -2.017 3.560  5.035 12.00  0.038 0.00 21.814 25.996 24.693 23.237 22.241 21.181 20.104 19.524 19.304  0.248 
 1   9.85 -0.15  0.27870 -1.922 3.566  5.014 12.50  0.038 0.00 22.074 26.106 24.857 23.434 22.454 21.430 20.373 19.790 19.582  0.279 
 1   9.85 -0.13  0.13274 -2.716 3.490  5.182 12.00  0.038 0.85 22.999 29.202 27.307 25.532 24.210 22.570 21.109 20.558 20.285  0.133 
 1   9.85 -0.13  0.13325 -2.711 3.490  5.181 12.10  0.038 0.73 23.292 29.560 27.675 25.899 24.563 22.895 21.384 20.835 20.561  0.133 
 1   9.85 -0.13  0.74834 -0.622 3.685  4.620 12.60  0.038 0.00 18.925 20.957 20.280 19.300 18.718 18.246 17.573 17.021 16.953  0.748 
 1   9.85 -0.13  0.34256 -1.752 3.576  4.974 13.20  0.038 0.82 21.785 25.674 24.482 23.095 22.129 21.131 20.089 19.504 19.307  0.343 
 1   9.85 -0.11  0.24627 -2.029 3.557  5.034 12.20  0.038 0.00 22.044 26.284 24.970 23.508 22.506 21.417 20.327 19.747 19.524  0.246 
 1   9.85 -0.11  0.19118 -2.269 3.539  5.091 13.00  0.038 0.00 23.443 28.098 26.664 25.123 24.063 22.852 21.689 21.121 20.877  0.191 
 1   9.85 -0.11  0.49144 -1.365 3.602  4.847 13.30  0.038 0.00 21.482 24.806 23.743 22.467 21.598 20.821 19.883 19.223 19.086  0.491 
 1   9.85 -0.11  0.51897 -1.292 3.608  4.823 13.70  0.038 0.00 21.700 24.952 23.895 22.635 21.786 21.042 20.121 19.451 19.322  0.519 
 1   9.85 -0.09  0.14933 -2.574 3.502  5.139 11.60  0.038 0.74 22.393 28.185 26.465 24.759 23.501 21.938 20.520 19.973 19.702  0.149 
 1   9.85 -0.09  0.67983 -0.847 3.653  4.676 12.10  0.038 0.00 18.989 21.598 20.681 19.573 18.878 18.328 17.541 16.891 16.805  0.680 
 1   9.85 -0.09  0.25329 -2.009 3.558  5.026 13.00  0.038 0.00 22.792 27.020 25.715 24.259 23.258 22.165 21.074 20.494 20.271  0.253 
 1   9.85 -0.07  0.35844 -1.719 3.575  4.957 10.60  0.037 0.90 19.024 22.894 21.720 20.350 19.385 18.369 17.321 16.736 16.542  0.358 
 1   9.85 -0.07  0.50216 -1.346 3.602  4.838 11.60  0.038 0.00 19.736 23.073 22.004 20.729 19.860 19.077 18.135 17.470 17.335  0.502 
 1   9.85 -0.07  0.16397 -2.470 3.514  5.123 11.70  0.038 0.00 22.645 27.866 26.308 24.688 23.527 22.119 20.825 20.274 20.015  0.164 
 1   9.85 -0.07  0.19153 -2.273 3.537  5.088 12.10  0.038 0.87 22.005 26.852 25.392 23.831 22.735 21.441 20.221 19.661 19.412  0.192 
 1   9.85 -0.05  0.11652 -2.868 3.473  5.210 10.60  0.037 0.97 21.826 28.378 26.408 24.603 23.206 21.455 19.898 19.357 19.075  0.117 
 1   9.85 -0.05  0.15765 -2.518 3.507  5.128 12.10  0.038 0.99 22.431 27.822 26.228 24.587 23.393 21.928 20.592 20.046 19.782  0.158 
 1   9.85 -0.03  0.50007 -1.361 3.599  4.839  9.80  0.036 0.00 17.972 21.358 20.279 19.000 18.121 17.312 16.358 15.696 15.559  0.500 
 1   9.85 -0.03  0.14909 -2.583 3.499  5.136 11.70  0.038 0.00 22.927 28.492 26.862 25.198 23.971 22.449 21.070 20.528 20.259  0.149 
 1   9.85 -0.03  0.42005 -1.557 3.583  4.896 12.00  0.038 0.76 20.198 23.982 22.835 21.490 20.539 19.545 18.507 17.907 17.724  0.420 
 1   9.85 -0.03  0.64606 -0.964 3.638  4.710 12.10  0.038 0.71 18.981 21.991 20.970 19.777 18.996 18.327 17.450 16.783 16.670  0.646 
 1   9.85 -0.01  0.10889 -2.945 3.464  5.222 10.40  0.037 0.00 22.531 29.319 27.295 25.469 24.022 22.204 20.581 20.043 19.757  0.109 
 1   9.85 -0.01  0.12640 -2.785 3.479  5.188 11.80  0.038 0.00 23.532 29.729 27.907 26.158 24.817 23.131 21.623 21.085 20.804  0.126 
 1   9.85 -0.01  0.16894 -2.443 3.515  5.114 11.90  0.038 0.99 22.037 27.193 25.682 24.085 22.928 21.512 20.213 19.667 19.408  0.169 
 1   9.85  0.01  0.47303 -1.434 3.591  4.858 12.30  0.038 0.00 20.656 24.192 23.096 21.802 20.893 19.999 19.007 18.369 18.216  0.473 
 1   9.85  0.03  0.71176 -0.791 3.655  4.649 12.70  0.038 0.83 19.040 21.809 20.840 19.699 18.973 18.381 17.561 16.900 16.807  0.712 
 1   9.85  0.05  0.24826 -2.040 3.549  5.013  9.90  0.036 0.00 19.769 24.174 22.840 21.363 20.338 19.162 18.028 17.453 17.217  0.248 
 1   9.85  0.05  0.45865 -1.475 3.587  4.868 13.20  0.038 0.93 21.003 24.673 23.565 22.260 21.324 20.350 19.320 18.704 18.537  0.459 
 1   9.85  0.09  0.16879 -2.455 3.510  5.107 12.40  0.038 0.91 22.680 28.052 26.495 24.869 23.670 22.186 20.833 20.292 20.026  0.169 
 1   9.85  0.09  0.45998 -1.476 3.586  4.866 12.80  0.038 0.75 20.811 24.577 23.447 22.128 21.178 20.167 19.117 18.505 18.328  0.460 
 1   9.85  0.11  0.15762 -2.537 3.500  5.119 10.80  0.038 0.00 21.913 27.408 25.819 24.173 22.953 21.434 20.056 19.518 19.248  0.158 
 1   9.85  0.11  0.45032 -1.503 3.583  4.873 12.90  0.038 0.00 21.427 25.122 24.019 22.724 21.781 20.780 19.735 19.118 18.951  0.450 
 1   9.85  0.15  0.39577 -1.638 3.571  4.905 11.10  0.038 0.89 19.352 23.331 22.158 20.805 19.820 18.718 17.625 17.035 16.837  0.396 
 1   9.85  0.21  0.96325 -0.074 3.741  4.407 11.80  0.038 0.00 16.755 18.051 17.689 16.892 16.447 16.083 15.595 15.215 15.171  0.963 
 1   9.87 -0.77  0.27718 -1.796 3.607  5.051 13.20  0.038 0.87 21.840 24.944 23.990 22.709 21.859 21.158 20.272 19.672 19.507  0.277 
 1   9.87 -0.69  0.43321 -1.387 3.628  4.919 13.10  0.038 0.00 21.337 24.129 23.245 22.062 21.293 20.669 19.836 19.199 19.068  0.433 
 1   9.87 -0.67  0.24843 -1.882 3.599  5.058 11.00  0.038 0.90 19.837 23.102 22.088 20.769 19.892 19.156 18.246 17.649 17.478  0.248 
 1   9.87 -0.63  0.31869 -1.676 3.609  4.999 10.40  0.037 0.00 19.360 22.429 21.472 20.208 19.371 18.680 17.803 17.191 17.036  0.319 
 1   9.87 -0.63  0.76985 -0.339 3.742  4.577 11.80  0.038 0.00 17.419 18.399 18.298 17.588 17.169 16.792 16.298 15.899 15.851  0.770 
 1   9.87 -0.63  0.22793 -1.978 3.591  5.082 12.40  0.038 0.00 22.116 25.542 24.464 23.109 22.208 21.439 20.507 19.915 19.736  0.228 
 1   9.87 -0.63  0.54756 -1.079 3.647  4.792 13.20  0.038 0.00 20.668 23.162 22.358 21.268 20.573 20.009 19.219 18.579 18.476  0.548 
 1   9.87 -0.61  0.12785 -2.701 3.507  5.221 12.50  0.038 0.00 24.023 29.942 27.886 26.046 24.845 23.485 22.226 21.636 21.390  0.128 
 1   9.87 -0.59  0.29687 -1.750 3.602  5.014 10.50  0.037 0.00 19.644 22.814 21.830 20.539 19.678 18.961 18.066 17.460 17.299  0.297 
 1   9.87 -0.59  0.18896 -2.192 3.568  5.124 11.00  0.038 0.00 21.249 25.292 23.964 22.471 21.494 20.596 19.584 19.007 18.795  0.189 
 1   9.87 -0.59  0.18214 -2.246 3.560  5.132 13.10  0.038 0.00 23.485 27.767 26.334 24.790 23.792 22.847 21.809 21.229 21.005  0.182 
 1   9.87 -0.57  0.97538  0.326 3.802  4.256 11.40  0.038 0.00 15.354 15.800 15.907 15.443 15.138 14.856 14.517 14.246 14.222  0.975 
 1   9.87 -0.55  0.14798 -2.527 3.521  5.166 10.30  0.037 0.00 21.388 26.742 24.932 23.188 22.062 20.821 19.625 19.038 18.788  0.148 
 1   9.87 -0.55  0.53136 -1.149 3.638  4.811 12.00  0.038 0.00 19.641 22.313 21.446 20.307 19.575 18.982 18.166 17.515 17.405  0.531 
 1   9.87 -0.53  0.12401 -2.747 3.500  5.226 10.70  0.037 0.00 22.337 28.409 26.337 24.485 23.253 21.817 20.519 19.930 19.677  0.124 
 1   9.87 -0.51  0.09114 -3.235 3.440  5.337 10.20  0.037 0.00 23.057 31.667 28.727 26.620 24.881 22.829 21.057 20.495 20.241  0.091 
 1   9.87 -0.51  0.11260 -2.852 3.490  5.248 10.60  0.037 0.81 22.122 28.943 26.654 24.726 23.355 21.703 20.228 19.648 19.396  0.113 
 1   9.87 -0.51  0.54719 -1.112 3.640  4.792 11.70  0.038 0.00 19.250 21.913 21.043 19.909 19.180 18.592 17.778 17.123 17.016  0.547 
 1   9.87 -0.51  0.17487 -2.321 3.547  5.136 11.90  0.038 0.99 21.734 26.402 24.826 23.207 22.171 21.121 20.030 19.448 19.205  0.175 
 1   9.87 -0.51  0.90727  0.054 3.783  4.419 12.70  0.038 0.00 17.335 17.915 17.983 17.438 17.097 16.785 16.400 16.090 16.060  0.907 
 1   9.87 -0.49  1.41731 -1.801 4.241  7.930 10.40  0.037 0.78 19.664 20.437 21.066 21.038 21.106 21.177 21.370 21.347 21.405  0.603 
 1   9.87 -0.49  0.28198 -1.832 3.590  5.026 10.90  0.038 0.94 19.559 23.048 21.947 20.586 19.677 18.884 17.939 17.347 17.168  0.282 
 1   9.87 -0.49  0.17233 -2.344 3.543  5.137 13.70  0.038 0.77 23.910 28.892 27.239 25.574 24.491 23.327 22.167 21.584 21.335  0.172 
 1   9.87 -0.47  0.41420 -1.486 3.608  4.920 12.00  0.038 0.00 20.486 23.611 22.623 21.356 20.514 19.812 18.923 18.293 18.146  0.414 
 1   9.87 -0.47  0.38526 -1.561 3.604  4.946 12.70  0.038 0.00 21.372 24.551 23.552 22.270 21.413 20.695 19.796 19.175 19.022  0.385 
 1   9.87 -0.47  0.17681 -2.314 3.546  5.131 12.90  0.038 0.00 23.455 28.102 26.544 24.936 23.900 22.842 21.748 21.167 20.924  0.177 
 1   9.87 -0.47  0.15900 -2.451 3.528  5.150 13.20  0.038 0.00 24.097 29.186 27.497 25.810 24.714 23.518 22.347 21.766 21.515  0.159 
 1   9.87 -0.45  0.92535  0.090 3.784  4.396 10.20  0.037 0.00 14.745 15.333 15.388 14.842 14.502 14.193 13.812 13.505 13.476  0.925 
 1   9.87 -0.45  0.20434 -2.124 3.569  5.096 11.20  0.038 0.00 21.280 25.255 23.973 22.509 21.538 20.623 19.610 19.033 18.824  0.204 
 1   9.87 -0.45  0.11592 -2.830 3.490  5.238 11.80  0.038 0.00 23.645 30.069 27.901 26.020 24.716 23.162 21.794 21.211 20.955  0.116 
 1   9.87 -0.45  0.18728 -2.238 3.556  5.117 11.90  0.038 0.00 22.265 26.651 25.198 23.645 22.637 21.635 20.574 19.994 19.763  0.187 
 1   9.87 -0.45  0.33171 -1.710 3.595  4.993 12.80  0.038 0.00 21.844 25.197 24.146 22.822 21.933 21.166 20.240 19.636 19.468  0.332 
 1   9.87 -0.43  0.17139 -2.363 3.538  5.135 11.70  0.038 0.76 21.967 27.033 25.377 23.709 22.609 21.395 20.208 19.628 19.378  0.171 
 1   9.87 -0.43  0.53717 -1.162 3.632  4.803 12.90  0.038 0.74 20.191 23.115 22.168 20.965 20.177 19.529 18.669 18.018 17.892  0.537 
 1   9.87 -0.43  0.32513 -1.734 3.592  4.997 13.30  0.038 0.00 22.404 25.825 24.751 23.414 22.515 21.728 20.791 20.190 20.018  0.325 
 1   9.87 -0.43  0.16241 -2.431 3.530  5.144 13.40  0.038 0.94 23.588 28.742 27.049 25.360 24.251 23.018 21.827 21.247 20.995  0.162 
 1   9.87 -0.43  0.30616 -1.782 3.589  5.007 13.50  0.038 0.00 22.725 26.212 25.115 23.762 22.854 22.050 21.102 20.506 20.329  0.306 
 1   9.87 -0.41  3.83436 -4.423 3.663  8.376  9.20  0.034 0.75 24.358 26.897 26.066 24.965 24.257 23.685 22.900 22.275 22.169  0.823 
 1   9.87 -0.41  0.15906 -2.460 3.525  5.146 10.80  0.038 0.00 21.720 26.849 25.172 23.490 22.383 21.149 19.958 19.380 19.128  0.159 
 1   9.87 -0.41  0.44672 -1.421 3.609  4.891 11.30  0.038 0.00 19.622 22.756 21.758 20.496 19.657 18.952 18.059 17.419 17.277  0.447 
 1   9.87 -0.41  0.26862 -1.901 3.580  5.035 12.00  0.038 0.00 21.522 25.210 24.044 22.650 21.712 20.853 19.872 19.288 19.097  0.269 
 1   9.87 -0.41  0.35081 -1.676 3.594  4.981 12.80  0.038 0.81 21.204 24.672 23.584 22.239 21.333 20.530 19.583 18.983 18.809  0.351 
 1   9.87 -0.41  0.27705 -1.875 3.582  5.029 12.90  0.038 0.00 22.357 26.009 24.856 23.470 22.537 21.687 20.713 20.125 19.938  0.277 
 1   9.87 -0.39  0.71450 -0.624 3.694  4.636 11.50  0.038 0.00 17.830 19.607 19.077 18.156 17.613 17.157 16.515 15.988 15.921  0.714 
 1   9.87 -0.39  0.14732 -2.555 3.513  5.161 11.60  0.038 0.00 22.758 28.243 26.456 24.723 23.560 22.218 20.965 20.388 20.132  0.147 
 1   9.87 -0.39  0.19587 -2.188 3.559  5.101 12.60  0.038 0.00 22.840 27.099 25.711 24.196 23.198 22.204 21.150 20.571 20.346  0.196 
 1   9.87 -0.37  0.57613 -1.067 3.638  4.764 11.60  0.038 0.00 19.038 21.779 20.865 19.716 18.978 18.382 17.558 16.894 16.789  0.576 
 1   9.87 -0.37  0.11597 -2.839 3.486  5.234 11.90  0.038 0.00 23.768 30.236 28.094 26.227 24.902 23.305 21.903 21.328 21.068  0.116 
 1   9.87 -0.37  0.16623 -2.413 3.530  5.137 12.10  0.038 0.00 22.903 27.896 26.274 24.623 23.533 22.323 21.148 20.572 20.322  0.166 
 1   9.87 -0.37  0.18935 -2.241 3.552  5.109 12.20  0.038 0.00 22.573 27.046 25.576 24.018 23.000 21.951 20.869 20.290 20.052  0.189 
 1   9.87 -0.37  0.40364 -1.536 3.598  4.920 12.50  0.038 0.00 21.111 24.406 23.372 22.072 21.196 20.437 19.513 18.889 18.734  0.404 
 1   9.87 -0.37  0.39988 -1.546 3.598  4.922 12.80  0.038 0.72 20.998 24.418 23.346 22.019 21.123 20.326 19.381 18.770 18.603  0.400 
 1   9.87 -0.37  0.43496 -1.459 3.604  4.898 12.90  0.038 0.00 21.318 24.527 23.512 22.234 21.377 20.646 19.738 19.103 18.956  0.435 
 1   9.87 -0.35  0.36865 -1.641 3.592  4.960 10.00  0.037 0.00 18.872 22.306 21.229 19.901 19.002 18.199 17.252 16.644 16.476  0.369 
 1   9.87 -0.35  0.26578 -1.925 3.575  5.034 10.10  0.037 0.00 19.682 23.483 22.287 20.878 19.923 19.017 18.013 17.433 17.237  0.266 
 1   9.87 -0.35  0.11387 -2.860 3.484  5.236 10.70  0.037 0.00 22.621 29.167 27.007 25.134 23.792 22.168 20.746 20.174 19.913  0.114 
 1   9.87 -0.35  0.48169 -1.340 3.613  4.858 11.70  0.038 0.00 19.820 22.931 21.928 20.680 19.851 19.156 18.266 17.613 17.479  0.482 
 1   9.87 -0.35  0.34990 -1.696 3.589  4.981 11.80  0.038 0.88 20.182 23.735 22.620 21.266 20.348 19.511 18.547 17.949 17.771  0.350 
 1   9.87 -0.35  0.16595 -2.418 3.529  5.137 12.10  0.038 0.00 22.915 27.925 26.306 24.657 23.562 22.338 21.155 20.581 20.330  0.166 
 1   9.87 -0.33  0.12433 -2.769 3.492  5.214 11.80  0.038 0.00 23.492 29.690 27.673 25.851 24.565 23.015 21.637 21.066 20.804  0.124 
 1   9.87 -0.33  0.33172 -1.745 3.585  4.991 12.10  0.038 0.00 21.232 24.813 23.690 22.333 21.411 20.562 19.592 18.995 18.816  0.332 
 1   9.87 -0.33  0.14238 -2.607 3.507  5.171 12.20  0.038 0.00 23.487 29.134 27.319 25.574 24.379 22.967 21.672 21.100 20.841  0.142 
 1   9.87 -0.33  0.95080  0.129 3.782  4.359 12.70  0.038 0.00 17.147 17.785 17.802 17.237 16.892 16.582 16.196 15.889 15.858  0.951 
 1   9.87 -0.33  0.65489 -0.836 3.663  4.689 13.30  0.038 0.00 20.160 22.490 21.712 20.666 20.019 19.496 18.749 18.132 18.048  0.655 
 1   9.87 -0.33  0.55042 -1.149 3.629  4.790 14.00  0.038 0.00 21.643 24.549 23.583 22.391 21.617 20.988 20.137 19.464 19.350  0.550 
 1   9.87 -0.31  0.09576 -3.140 3.448  5.297  9.60  0.036 0.00 22.221 30.332 27.612 25.567 23.913 21.935 20.241 19.681 19.423  0.096 
 1   9.87 -0.31  0.29186 -1.853 3.578  5.013  9.90  0.036 0.00 19.303 23.047 21.874 20.485 19.538 18.636 17.637 17.052 16.861  0.292 
 1   9.87 -0.31  0.31150 -1.799 3.581  5.001 10.40  0.037 0.00 19.668 23.342 22.191 20.817 19.881 19.000 18.013 17.423 17.238  0.311 
 1   9.87 -0.31  0.16712 -2.415 3.528  5.133 12.30  0.038 0.00 23.107 28.113 26.511 24.871 23.773 22.533 21.341 20.769 20.519  0.167 
 1   9.87 -0.29  0.29154 -1.858 3.576  5.012 10.70  0.037 0.00 20.114 23.887 22.708 21.316 20.364 19.449 18.443 17.860 17.667  0.292 
 1   9.87 -0.29  0.62621 -0.940 3.649  4.718 11.40  0.038 0.00 18.520 21.109 20.226 19.121 18.421 17.863 17.068 16.413 16.321  0.626 
 1   9.87 -0.29  0.46975 -1.384 3.607  4.867 11.50  0.038 0.00 19.731 22.934 21.909 20.642 19.793 19.065 18.156 17.507 17.368  0.470 
 1   9.87 -0.29  0.58282 -1.070 3.635  4.760 11.80  0.038 0.97 18.558 21.419 20.459 19.282 18.520 17.903 17.060 16.388 16.279  0.583 
 1   9.87 -0.29  0.42366 -1.501 3.598  4.903 12.40  0.038 0.00 20.924 24.258 23.209 21.911 21.031 20.253 19.319 18.689 18.536  0.424 
 1   9.87 -0.27  0.17341 -2.374 3.532  5.124  9.40  0.035 0.00 20.105 24.996 23.441 21.829 20.744 19.523 18.345 17.774 17.526  0.173 
 1   9.87 -0.27  0.49169 -1.330 3.611  4.848 10.40  0.037 0.00 18.495 21.660 20.638 19.382 18.545 17.832 16.931 16.274 16.140  0.492 
 1   9.87 -0.27  0.46053 -1.413 3.604  4.875 10.50  0.037 0.00 18.802 22.047 21.015 19.739 18.879 18.134 17.217 16.571 16.429  0.461 
 1   9.87 -0.27  0.16250 -2.454 3.522  5.136 10.60  0.037 0.00 21.505 26.647 25.022 23.368 22.245 20.947 19.721 19.153 18.900  0.162 
 1   9.87 -0.27  0.97402  0.141 3.780  4.352 10.90  0.038 0.00 15.316 15.982 15.980 15.403 15.054 14.743 14.355 14.046 14.015  0.974 
 1   9.87 -0.27  0.12205 -2.795 3.487  5.215 11.80  0.038 0.00 23.558 29.855 27.835 26.014 24.701 23.102 21.688 21.123 20.858  0.122 
 1   9.87 -0.27  1.27881 -3.502 3.843  8.045 12.20  0.038 1.00 25.017 24.971 25.360 24.958 24.675 24.405 24.151 23.935 23.903  0.613 
 1   9.87 -0.27  0.16740 -2.418 3.526  5.130 12.60  0.038 0.96 22.725 27.826 26.214 24.567 23.450 22.164 20.945 20.377 20.124  0.167 
 1   9.87 -0.27  0.51454 -1.267 3.616  4.826 13.60  0.038 0.00 21.536 24.636 23.622 22.384 21.564 20.877 19.990 19.324 19.197  0.515 
 1   9.87 -0.25  0.13104 -2.717 3.494  5.194 10.50  0.037 0.80 21.597 27.888 25.905 24.093 22.773 21.156 19.716 19.154 18.889  0.131 
 1   9.87 -0.25  0.41025 -1.541 3.593  4.911 10.70  0.037 0.00 19.324 22.766 21.688 20.373 19.475 18.656 17.700 17.079 16.918  0.410 
 1   9.87 -0.25  0.12100 -2.807 3.485  5.215 11.70  0.038 0.99 22.746 29.100 27.071 25.246 23.920 22.300 20.868 20.305 20.039  0.121 
 1   9.87 -0.25  1.00552  0.223 3.783  4.297 12.80  0.038 0.85 16.691 17.435 17.394 16.790 16.427 16.104 15.694 15.365 15.331  1.006 
 1   9.87 -0.23  0.33663 -1.749 3.580  4.982 10.60  0.037 0.00 19.744 23.438 22.291 20.926 19.987 19.078 18.079 17.487 17.302  0.337 
 1   9.87 -0.23  0.38991 -1.599 3.589  4.928 10.80  0.038 0.81 19.038 22.656 21.531 20.183 19.256 18.372 17.384 16.783 16.606  0.390 
