Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.83 -0.37  0.24392 -1.994 3.572  5.053 10.60  0.038 0.98 19.623 23.528 22.288 20.853 19.888 18.964 17.949 17.371 17.167  0.244
 1   9.83 -0.37  0.44314 -1.440 3.605  4.892 10.90  0.038 0.00 19.271 22.464 21.451 20.177 19.325 18.600 17.695 17.057 16.912  0.443
 1   9.83 -0.37  0.35535 -1.678 3.591  4.978 13.80  0.038 0.00 22.765 26.214 25.132 23.797 22.895 22.092 21.145 20.541 20.370  0.355
 1   9.83 -0.37  0.16538 -2.420 3.529  5.139 14.40  0.038 0.00 25.220 30.233 28.606 26.952 25.858 24.642 23.463 22.888 22.637  0.165
 1   9.83 -0.35  0.13868 -2.638 3.504  5.181  8.40  0.037 0.00 19.765 25.504 23.647 21.883 20.676 19.249 17.946 17.372 17.113  0.139
 1   9.83 -0.35  1.70558 -4.158 3.693  8.134 10.30  0.038 0.00 25.465 27.306 26.731 25.803 25.245 24.787 24.143 23.615 23.547  0.663
 1   9.83 -0.35  0.41638 -1.509 3.600  4.911 11.30  0.038 0.00 19.842 23.117 22.088 20.795 19.923 19.169 18.248 17.619 17.467  0.416
 1   9.83 -0.33  0.12756 -2.740 3.494  5.207  8.00  0.037 0.00 19.620 25.709 23.733 21.925 20.658 19.134 17.772 17.201 16.939  0.128
 1   9.83 -0.33  0.08582 -3.445 3.398  5.353  9.10  0.038 0.00 22.482 32.685 29.281 27.053 25.018 22.669 20.390 19.829 19.531  0.086
 1   9.83 -0.33  0.42138 -1.500 3.599  4.906  9.80  0.038 0.00 18.319 21.602 20.569 19.277 18.404 17.647 16.723 16.092 15.941  0.421
 1   9.83 -0.33  0.11213 -2.878 3.482  5.238 11.40  0.038 0.00 23.365 29.978 27.805 25.927 24.571 22.922 21.483 20.913 20.651  0.112
 1   9.83 -0.31  0.09183 -3.226 3.435  5.315  8.80  0.038 0.00 21.635 30.053 27.314 25.265 23.543 21.468 19.618 19.067 18.791  0.092
 1   9.83 -0.31  0.46132 -1.404 3.606  4.876 10.00  0.038 0.00 18.281 21.488 20.465 19.195 18.343 17.614 16.705 16.060 15.918  0.461
 1   9.83 -0.31  0.39725 -1.565 3.594  4.924 10.10  0.038 0.99 18.047 21.462 20.391 19.074 18.179 17.376 16.429 15.812 15.650  0.397
 1   9.83 -0.31  3.60970 -4.325 3.680  8.328 10.60  0.038 0.00 26.181 28.252 27.568 26.588 25.988 25.504 24.818 24.253 24.179  0.792
 1   9.83 -0.31  0.26394 -1.939 3.572  5.034 10.70  0.038 0.00 20.318 24.193 22.974 21.557 20.594 19.658 18.641 18.060 17.860  0.264
 1   9.83 -0.31  0.20786 -2.143 3.560  5.085 12.00  0.038 0.88 21.554 25.938 24.532 23.007 21.991 20.932 19.844 19.266 19.035  0.208
 1   9.83 -0.31  0.64091 -0.893 3.656  4.707 12.40  0.038 0.00 19.402 21.871 21.036 19.959 19.283 18.742 17.969 17.331 17.243  0.641
 1   9.83 -0.29  0.30320 -1.826 3.578  5.005  8.40  0.037 0.00 17.734 21.463 20.297 18.914 17.970 17.068 16.069 15.483 15.293  0.303
 1   9.83 -0.29  0.96576  0.098 3.779  4.387  9.00  0.038 0.00 13.525 14.193 14.195 13.615 13.264 12.951 12.560 12.248 12.217  0.966
 1   9.83 -0.29  3.49751 -4.316 3.679  8.307 10.10  0.038 0.00 25.660 27.762 27.061 26.075 25.469 24.983 24.292 23.723 23.648  0.777
 1   9.83 -0.29  0.10040 -3.043 3.461  5.273 11.00  0.038 0.73 23.291 30.858 28.377 26.403 24.869 23.015 21.374 20.766 20.456  0.100
 1   9.83 -0.29  0.34783 -1.713 3.586  4.980 11.20  0.038 0.00 20.252 23.834 22.714 21.363 20.441 19.583 18.609 18.009 17.832  0.348
 1   9.83 -0.29  0.16297 -2.449 3.523  5.137 13.90  0.038 0.00 24.791 29.909 28.283 26.629 25.512 24.229 23.013 22.443 22.190  0.163
 1   9.83 -0.27  0.17934 -2.331 3.537  5.117 10.10  0.038 0.00 20.698 25.473 23.949 22.356 21.289 20.107 18.952 18.379 18.133  0.179
 1   9.83 -0.27  4.29628 -4.363 3.681  8.395 10.70  0.038 0.96 25.704 27.877 27.148 26.144 25.523 25.027 24.323 23.743 23.666  0.837
 1   9.83 -0.27  0.73376 -0.617 3.691  4.630 10.90  0.038 0.00 17.213 19.090 18.500 17.556 16.998 16.537 15.884 15.349 15.282  0.734
 1   9.83 -0.27  0.65857 -0.851 3.659  4.692 11.10  0.038 0.00 17.999 20.421 19.599 18.533 17.868 17.336 16.574 15.946 15.861  0.659
 1   9.83 -0.27  0.25443 -1.975 3.568  5.038 12.60  0.038 0.75 21.843 25.989 24.681 23.212 22.221 21.205 20.144 19.565 19.346  0.254
 1   9.83 -0.27  0.17015 -2.399 3.529  5.128 14.00  0.038 0.00 24.766 29.731 28.157 26.532 25.437 24.192 23.000 22.430 22.180  0.170
 1   9.83 -0.27  0.28081 -1.895 3.573  5.020 14.20  0.038 0.00 23.708 27.559 26.355 24.950 23.990 23.047 22.028 21.447 21.249  0.281
 1   9.83 -0.25  0.13238 -2.706 3.495  5.191  8.70  0.038 0.96 19.543 25.596 23.678 21.894 20.619 19.070 17.686 17.122 16.857  0.132
 1   9.83 -0.25  0.08971 -3.277 3.426  5.319  8.80  0.038 0.00 21.763 30.391 27.652 25.604 23.834 21.686 19.718 19.175 18.883  0.090
 1   9.83 -0.25  0.10566 -2.969 3.469  5.252 11.10  0.038 0.00 23.292 30.332 28.047 26.135 24.684 22.909 21.369 20.808 20.542  0.106
 1   9.83 -0.25  0.42582 -1.504 3.596  4.901 11.50  0.038 0.00 20.031 23.415 22.352 21.048 20.161 19.362 18.417 17.788 17.633  0.426
 1   9.83 -0.23  0.13218 -2.710 3.494  5.190  9.90  0.038 0.83 20.910 27.119 25.166 23.366 22.060 20.459 19.034 18.474 18.207  0.132
 1   9.83 -0.21  0.10897 -2.924 3.473  5.237  9.40  0.038 0.81 21.135 28.224 26.019 24.127 22.664 20.843 19.176 18.621 18.343  0.109
 1   9.83 -0.21  0.42880 -1.505 3.594  4.898 10.10  0.038 0.00 18.631 22.060 20.985 19.678 18.783 17.965 17.009 16.381 16.225  0.429
 1   9.83 -0.21  0.11442 -2.870 3.478  5.225 10.90  0.038 0.00 22.845 29.400 27.322 25.480 24.112 22.426 20.946 20.387 20.118  0.114
 1   9.83 -0.21  0.15153 -2.542 3.509  5.143 11.10  0.038 0.00 22.226 27.684 25.990 24.302 23.120 21.706 20.407 19.845 19.585  0.152
 1   9.83 -0.19  0.42030 -1.529 3.592  4.902  3.90  0.016 0.00 12.492 15.945 14.862 13.553 12.653 11.813 10.852 10.232 10.073  0.420
 1   9.83 -0.19  2.19491 -4.012 3.736  8.183  8.70  0.038 0.00 23.500 24.731 24.446 23.669 23.221 22.842 22.335 21.926 21.879  0.698
 1   9.83 -0.17  0.23686 -2.056 3.559  5.049  9.30  0.038 0.75 18.777 23.177 21.811 20.312 19.288 18.165 17.046 16.471 16.240  0.237
 1   9.83 -0.17  0.83030 -0.357 3.725  4.558 10.30  0.038 0.00 15.962 17.336 16.982 16.158 15.691 15.293 14.751 14.314 14.264  0.830
 1   9.83 -0.17  0.09384 -3.185 3.438  5.292 10.50  0.038 0.00 23.233 31.417 28.810 26.798 25.112 23.059 21.219 20.673 20.390  0.094
 1   9.83 -0.17  0.10856 -2.934 3.470  5.235 11.10  0.038 0.00 23.205 30.023 27.875 26.009 24.585 22.825 21.282 20.728 20.455  0.109
 1   9.83 -0.17  0.14553 -2.598 3.502  5.153 11.20  0.038 0.75 22.053 27.929 26.139 24.403 23.142 21.591 20.187 19.632 19.365  0.146
 1   9.83 -0.17  0.31609 -1.814 3.574  4.992 12.60  0.038 0.93 21.225 25.109 23.910 22.516 21.552 20.569 19.534 18.951 18.753  0.316
 1   9.83 -0.15  0.21042 -2.160 3.551  5.073  9.00  0.038 0.00 19.170 23.577 22.191 20.684 19.666 18.553 17.448 16.871 16.636  0.210
 1   9.83 -0.15  0.37211 -1.667 3.581  4.947  9.70  0.038 0.98 17.914 21.614 20.476 19.126 18.185 17.251 16.242 15.645 15.464  0.372
 1   9.83 -0.15  0.33167 -1.777 3.575  4.982 10.00  0.038 0.00 19.213 23.020 21.852 20.481 19.523 18.551 17.524 16.939 16.748  0.332
 1   9.83 -0.15  0.20677 -2.174 3.551  5.076 10.30  0.038 0.00 20.505 24.934 23.540 22.028 21.007 19.890 18.782 18.205 17.968  0.207
 1   9.83 -0.13  0.94318 -0.036 3.760  4.434 10.40  0.038 0.00 15.259 16.179 16.046 15.369 14.977 14.637 14.197 13.847 13.809  0.943
 1   9.83 -0.13  0.31339 -1.827 3.571  4.991 11.40  0.038 0.99 19.995 23.908 22.705 21.313 20.345 19.342 18.299 17.714 17.515  0.313
 1   9.83 -0.11  0.83962 -0.355 3.722  4.552  8.90  0.038 0.00 14.557 15.989 15.599 14.760 14.285 13.884 13.335 12.893 12.842  0.840
 1   9.83 -0.11  0.38956 -1.623 3.582  4.925  9.00  0.038 0.00 17.827 21.515 20.386 19.046 18.108 17.166 16.153 15.552 15.375  0.390
 1   9.83 -0.11  0.13548 -2.694 3.491  5.175  9.80  0.038 0.00 21.304 27.231 25.436 23.702 22.426 20.849 19.433 18.884 18.613  0.135
 1   9.83 -0.11  0.09690 -3.125 3.445  5.273 10.70  0.038 0.00 23.281 31.104 28.642 26.673 25.049 23.056 21.284 20.739 20.457  0.097
 1   9.83 -0.11  0.21691 -2.142 3.551  5.065 12.10  0.038 0.00 22.225 26.639 25.263 23.761 22.740 21.611 20.499 19.922 19.686  0.217
 1   9.83 -0.09  0.42674 -1.531 3.587  4.895  9.60  0.038 0.93 17.541 21.177 20.060 18.734 17.805 16.880 15.874 15.264 15.094  0.427
 1   9.83 -0.09  0.42104 -1.545 3.586  4.898 10.00  0.038 0.00 18.632 22.241 21.130 19.809 18.884 17.971 16.972 16.357 16.190  0.421
 1   9.83 -0.09  0.30788 -1.848 3.568  4.991 10.70  0.038 0.84 19.501 23.569 22.321 20.902 19.917 18.862 17.792 17.209 16.999  0.308
 1   9.83 -0.09  0.35835 -1.717 3.576  4.959 11.50  0.038 0.79 20.036 23.935 22.747 21.367 20.399 19.384 18.335 17.750 17.552  0.358
 1   9.83 -0.07  0.19596 -2.242 3.541  5.082 10.60  0.038 0.00 20.975 25.573 24.168 22.644 21.590 20.381 19.222 18.654 18.412  0.196
 1   9.83 -0.07  0.15239 -2.553 3.504  5.134 11.90  0.038 0.74 22.646 28.371 26.682 24.991 23.741 22.187 20.775 20.229 19.959  0.152
 1   9.83 -0.05  0.31606 -1.834 3.567  4.985 10.10  0.038 0.00 19.456 23.457 22.240 20.842 19.864 18.812 17.746 17.162 16.958  0.316
 1   9.83 -0.05  0.17886 -2.367 3.525  5.104 10.90  0.038 0.00 21.588 26.496 25.030 23.462 22.354 21.027 19.792 19.238 18.987  0.179
 1   9.83 -0.03  0.14437 -2.625 3.495  5.149 11.80  0.038 0.98 22.405 28.133 26.451 24.764 23.508 21.946 20.536 19.994 19.722  0.144
 1   9.83 -0.01  0.69319 -0.839 3.651  4.667  8.20  0.037 0.00 15.068 17.754 16.798 15.673 14.966 14.408 13.611 12.952 12.867  0.693
 1   9.83 -0.01  0.14919 -2.585 3.498  5.135 10.70  0.038 0.91 21.319 27.034 25.370 23.690 22.433 20.863 19.445 18.906 18.633  0.149
 1   9.83 -0.01  0.41998 -1.561 3.582  4.895 10.80  0.038 0.00 19.472 23.173 22.053 20.732 19.790 18.814 17.787 17.182 17.008  0.420
 1   9.83  0.01  0.12144 -2.831 3.474  5.197 11.00  0.038 0.82 22.369 29.014 27.071 25.269 23.844 22.043 20.419 19.882 19.595  0.121
 1   9.83  0.05  0.46483 -1.460 3.588  4.864  8.50  0.037 0.98 16.200 19.816 18.715 17.417 16.492 15.546 14.530 13.903 13.743  0.465
 1   9.83  0.05  0.24940 -2.036 3.549  5.012 10.50  0.038 0.77 19.881 24.401 23.044 21.550 20.505 19.287 18.125 17.556 17.316  0.249
 1   9.83  0.07  0.20626 -2.207 3.538  5.059  8.10  0.037 0.80 17.924 22.728 21.312 19.775 18.679 17.365 16.132 15.575 15.325  0.206
 1   9.83  0.07  0.09526 -3.164 3.434  5.263  8.60  0.038 0.00 21.280 29.398 26.892 24.909 23.222 21.148 19.252 18.714 18.419  0.095
 1   9.83  0.07  0.53510 -1.283 3.603  4.807  8.90  0.038 0.00 16.876 20.242 19.159 17.898 17.030 16.226 15.271 14.590 14.462  0.535
 1   9.83  0.07  0.46617 -1.459 3.588  4.863 11.90  0.038 0.00 20.318 23.927 22.829 21.536 20.612 19.666 18.648 18.018 17.859  0.466
 1   9.83  0.07  0.26088 -2.003 3.550  5.004 13.80  0.038 0.00 23.578 27.957 26.629 25.157 24.135 22.969 21.841 21.264 21.029  0.261
 1   9.83  0.09  0.23362 -2.104 3.543  5.030 11.10  0.038 0.79 20.632 25.271 23.891 22.379 21.311 20.051 18.859 18.297 18.053  0.234
 1   9.83  0.09  0.74168 -0.717 3.664  4.627 11.30  0.038 0.00 17.863 20.365 19.463 18.378 17.713 17.189 16.439 15.824 15.746  0.742
 1   9.83  0.11  0.12933 -2.772 3.477  5.175 11.20  0.038 0.00 22.901 29.156 27.329 25.576 24.221 22.513 20.984 20.448 20.165  0.129
 1   9.83  0.15  0.08436 -3.412 3.394  5.300  8.80  0.038 0.95 21.480 32.051 28.554 26.283 24.178 21.783 19.383 18.809 18.503  0.084
 1   9.83  0.15  0.16933 -2.459 3.508  5.103  9.90  0.038 0.00 20.817 26.112 24.576 22.961 21.776 20.313 18.978 18.436 18.172  0.169
 1   9.83  0.17  0.16960 -2.459 3.507  5.101  8.50  0.037 0.77 18.980 24.527 22.932 21.285 20.055 18.516 17.113 16.573 16.302  0.170
 1   9.85 -0.69  0.39397 -1.484 3.622  4.954  8.70  0.038 0.00 17.181 20.053 19.149 17.941 17.152 16.509 15.665 15.034 14.895  0.394
 1   9.85 -0.65  0.10399 -2.952 3.483  5.285  9.40  0.038 0.00 21.549 28.586 26.038 24.044 22.671 21.066 19.684 19.098 18.867  0.104
 1   9.85 -0.65  0.35295 -1.580 3.616  4.974  9.80  0.038 0.00 18.521 21.498 20.564 19.327 18.512 17.845 16.984 16.361 16.214  0.353
 1   9.85 -0.65  0.15450 -2.458 3.533  5.162 13.90  0.038 0.96 24.119 29.291 27.508 25.783 24.688 23.535 22.381 21.791 21.548  0.155
 1   9.85 -0.61  0.21177 -2.051 3.585  5.100  9.20  0.038 0.78 18.678 22.519 21.300 19.854 18.900 18.026 17.025 16.439 16.233  0.212
 1   9.85 -0.61  0.46242 -1.331 3.627  4.889 11.10  0.038 0.00 19.196 22.025 21.121 19.932 19.158 18.532 17.693 17.047 16.919  0.462
 1   9.85 -0.61  0.48396 -1.272 3.631  4.867 11.90  0.038 0.00 19.850 22.612 21.726 20.558 19.800 19.187 18.358 17.711 17.589  0.484
 1   9.85 -0.59  0.18427 -2.230 3.563  5.130  9.90  0.038 0.00 20.244 24.452 23.052 21.523 20.532 19.601 18.572 17.992 17.772  0.184
 1   9.85 -0.55  0.11313 -2.843 3.492  5.250  9.70  0.038 0.00 21.576 28.038 25.797 23.891 22.597 21.079 19.737 19.148 18.900  0.113
 1   9.85 -0.55  0.15328 -2.483 3.526  5.158 11.50  0.038 0.93 21.834 27.156 25.359 23.621 22.498 21.266 20.073 19.487 19.236  0.153
 1   9.85 -0.53  0.12718 -2.718 3.503  5.219 10.40  0.038 0.77 21.575 27.867 25.756 23.884 22.602 21.088 19.728 19.142 18.895  0.127
 1   9.85 -0.53  0.91726  0.082 3.787  4.410 14.40  0.038 0.87 18.598 19.259 19.294 18.717 18.358 18.031 17.618 17.283 17.248  0.917
 1   9.85 -0.51  0.34922 -1.643 3.603  4.980 10.00  0.038 0.00 18.877 22.056 21.063 19.774 18.914 18.196 17.299 16.687 16.529  0.349
 1   9.85 -0.51  1.22029 -3.414 3.866  8.054 10.40  0.038 0.00 23.704 23.587 24.021 23.671 23.427 23.192 22.988 22.797 22.782  0.618
 1   9.85 -0.51  0.43740 -1.420 3.615  4.905 11.10  0.038 0.00 19.419 22.443 21.480 20.239 19.421 18.750 17.879 17.240 17.101  0.437
 1   9.85 -0.49  0.61888 -0.900 3.661  4.720  8.30  0.037 0.00 15.321 17.625 16.877 15.837 15.188 14.660 13.908 13.287 13.199  0.619
 1   9.85 -0.49  0.19068 -2.203 3.562  5.116  8.70  0.038 0.00 18.977 23.178 21.794 20.275 19.284 18.334 17.299 16.721 16.499  0.191
 1   9.85 -0.49  0.13551 -2.648 3.508  5.196  9.00  0.038 0.00 20.390 26.144 24.214 22.417 21.226 19.856 18.591 18.005 17.750  0.136
 1   9.85 -0.49  1.16104  0.288 3.799  4.287  9.60  0.038 0.85 13.648 14.118 14.213 13.734 13.423 13.138 12.793 12.518 12.493  0.987
 1   9.85 -0.49  0.08870 -3.322 3.424  5.350 10.40  0.038 0.00 23.475 32.255 29.444 27.378 25.584 23.416 21.424 20.879 20.588  0.089
 1   9.85 -0.49  0.12034 -2.785 3.496  5.232 11.20  0.038 0.00 22.932 29.168 27.054 25.188 23.922 22.430 21.100 20.513 20.257  0.120
 1   9.85 -0.47  0.15671 -2.469 3.526  5.152 10.60  0.038 0.74 21.146 26.548 24.774 23.041 21.896 20.597 19.362 18.779 18.526  0.157
 1   9.85 -0.47  0.59390 -0.988 3.650  4.744 14.10  0.038 0.00 21.340 23.850 23.020 21.931 21.239 20.683 19.893 19.244 19.149  0.594
 1   9.85 -0.45  0.57596 -1.046 3.643  4.764  6.00  0.029 0.00 13.385 15.996 15.131 14.013 13.298 12.723 11.919 11.264 11.163  0.576
 1   9.85 -0.45  0.11612 -2.828 3.490  5.238  9.10  0.038 0.00 20.940 27.359 25.193 23.313 22.009 20.458 19.091 18.508 18.251  0.116
 1   9.85 -0.45  0.42658 -1.462 3.609  4.910 10.20  0.038 0.00 18.624 21.750 20.759 19.495 18.654 17.952 17.062 16.428 16.283  0.427
 1   9.85 -0.45  0.36840 -1.614 3.600  4.963 11.40  0.038 0.00 20.204 23.439 22.428 21.131 20.261 19.525 18.615 18.001 17.842  0.368
 1   9.85 -0.45  0.54579 -1.133 3.635  4.795 14.30  0.038 0.00 21.903 24.661 23.755 22.597 21.849 21.246 20.417 19.757 19.646  0.546
 1   9.85 -0.43  2.65411 -4.472 3.631  8.248  8.70  0.038 0.00 24.650 27.480 26.555 25.373 24.601 23.981 23.151 22.508 22.387  0.737
 1   9.85 -0.43  1.51477 -4.031 3.720  8.107  9.00  0.038 0.00 23.847 25.212 24.883 24.067 23.591 23.184 22.630 22.181 22.124  0.646
 1   9.85 -0.43  0.39686 -1.541 3.602  4.932 10.90  0.038 0.00 19.524 22.738 21.729 20.441 19.578 18.847 17.940 17.317 17.164  0.397
 1   9.85 -0.43  0.30190 -1.793 3.588  5.010 13.90  0.038 0.99 22.411 25.920 24.815 23.458 22.546 21.737 20.786 20.191 20.013  0.302
 1   9.85 -0.41  0.26597 -1.910 3.580  5.037  9.20  0.038 0.74 18.279 22.132 20.908 19.478 18.521 17.621 16.616 16.034 15.832  0.266
 1   9.85 -0.41  0.11095 -2.880 3.484  5.245  9.90  0.038 0.00 21.869 28.495 26.270 24.373 23.027 21.410 20.000 19.421 19.164  0.111
 1   9.85 -0.41  0.17527 -2.338 3.541  5.130 10.60  0.038 0.00 21.216 25.969 24.401 22.785 21.731 20.615 19.491 18.912 18.667  0.175
 1   9.85 -0.41  0.09087 -3.246 3.435  5.329 11.20  0.038 0.00 24.084 32.622 29.803 27.731 25.992 23.912 22.068 21.514 21.244  0.091
 1   9.85 -0.39  0.15717 -2.478 3.522  5.147  6.50  0.032 0.76 17.046 22.493 20.732 19.010 17.850 16.506 15.246 14.670 14.415  0.157
 1   9.85 -0.39  0.17303 -2.359 3.537  5.131  9.00  0.038 0.00 19.668 24.493 22.912 21.286 20.221 19.074 17.934 17.356 17.109  0.173
 1   9.85 -0.39  0.36263 -1.651 3.594  4.969  9.40  0.038 0.00 18.296 21.684 20.621 19.298 18.405 17.621 16.686 16.077 15.911  0.363
 1   9.85 -0.39  0.21635 -2.095 3.567  5.082  9.80  0.038 0.00 19.807 23.841 22.545 21.079 20.102 19.156 18.128 17.550 17.338  0.216
 1   9.85 -0.39  0.31002 -1.788 3.586  5.006 11.40  0.038 0.00 20.639 24.201 23.080 21.717 20.798 19.967 19.005 18.411 18.230  0.310
 1   9.85 -0.39  0.32628 -1.747 3.588  4.998 11.70  0.038 0.00 20.837 24.342 23.240 21.890 20.979 20.163 19.210 18.612 18.436  0.326
 1   9.85 -0.37  0.10519 -2.965 3.473  5.263  8.00  0.037 0.80 19.930 27.233 24.846 22.893 21.429 19.636 17.982 17.405 17.137  0.105
 1   9.85 -0.37  0.52382 -1.218 3.624  4.818 10.10  0.038 0.85 17.399 20.442 19.455 18.223 17.411 16.738 15.860 15.202 15.072  0.524
 1   9.85 -0.37  0.34154 -1.714 3.589  4.988 10.30  0.038 0.00 19.356 22.848 21.752 20.407 19.499 18.683 17.730 17.129 16.955  0.342
 1   9.85 -0.37  0.35621 -1.675 3.591  4.976 10.50  0.038 0.00 19.457 22.902 21.821 20.488 19.586 18.783 17.837 17.232 17.062  0.356
 1   9.85 -0.37  0.25835 -1.945 3.575  5.041 11.20  0.038 0.00 20.832 24.640 23.439 22.025 21.069 20.167 19.164 18.585 18.388  0.258
 1   9.85 -0.37  0.55390 -1.131 3.632  4.787 11.50  0.038 0.00 19.097 21.937 20.995 19.819 19.057 18.441 17.601 16.933 16.821  0.554
 1   9.85 -0.37  0.16411 -2.429 3.528  5.140 12.10  0.038 0.00 22.943 27.984 26.348 24.690 23.592 22.367 21.183 20.608 20.357  0.164
 1   9.85 -0.37  0.33771 -1.724 3.589  4.991 14.00  0.038 0.00 23.080 26.585 25.485 24.137 23.226 22.407 21.452 20.853 20.678  0.338
 1   9.85 -0.35  0.16290 -2.441 3.526  5.140  8.70  0.038 0.73 19.194 24.523 22.823 21.129 19.982 18.653 17.397 16.824 16.569  0.163
 1   9.85 -0.35  0.20407 -2.150 3.562  5.090  9.10  0.038 0.00 19.245 23.431 22.082 20.589 19.598 18.605 17.555 16.976 16.756  0.204
 1   9.85 -0.35  0.16105 -2.454 3.524  5.142 10.80  0.038 0.00 21.706 26.831 25.179 23.510 22.399 21.139 19.935 19.362 19.109  0.161
 1   9.85 -0.35  0.19028 -2.238 3.552  5.107 11.10  0.038 0.84 20.964 25.650 24.133 22.544 21.494 20.365 19.232 18.655 18.412  0.190
 1   9.85 -0.35  1.06102  0.568 3.772  3.929 11.70  0.038 0.00 15.051 15.773 15.744 15.150 14.790 14.466 14.054 13.727 13.693  1.061
 1   9.85 -0.35  0.29032 -1.852 3.580  5.017 12.30  0.038 0.00 21.699 25.401 24.237 22.850 21.910 21.031 20.043 19.457 19.268  0.290
 1   9.85 -0.33  0.37186 -1.636 3.591  4.955  9.30  0.038 0.00 18.159 21.615 20.532 19.202 18.300 17.487 16.536 15.927 15.759  0.372
 1   9.85 -0.33  1.51113 -3.920 3.748  8.105 10.10  0.038 0.93 24.077 25.275 25.031 24.262 23.812 23.426 22.908 22.487 22.436  0.646
 1   9.85 -0.33  0.46312 -1.395 3.607  4.875 11.00  0.038 0.85 18.706 21.967 20.933 19.649 18.786 18.037 17.118 16.484 16.335  0.463
 1   9.85 -0.33  0.32378 -1.766 3.584  4.996 11.10  0.038 0.00 20.285 23.892 22.761 21.397 20.471 19.615 18.641 18.046 17.865  0.324
 1   9.85 -0.33  0.25845 -1.952 3.573  5.038 11.20  0.038 0.99 20.102 23.977 22.755 21.334 20.371 19.442 18.426 17.847 17.646  0.258
 1   9.85 -0.33  0.20033 -2.168 3.560  5.092 14.30  0.038 0.00 24.490 28.729 27.362 25.862 24.864 23.854 22.795 22.216 21.992  0.200
 1   9.85 -0.33  0.30348 -1.817 3.581  5.007 14.40  0.038 0.86 23.110 26.862 25.684 24.289 23.342 22.445 21.447 20.862 20.670  0.303
 1   9.85 -0.31  0.59611 -1.029 3.640  4.747  8.20  0.037 1.00 14.800 17.547 16.622 15.475 14.738 14.145 13.321 12.656 12.554  0.596
 1   9.85 -0.31  0.14835 -2.556 3.511  5.154  8.50  0.037 0.00 19.660 25.158 23.403 21.686 20.511 19.130 17.853 17.283 17.025  0.148
 1   9.85 -0.31  0.74831 -0.548 3.702  4.616  9.70  0.038 1.00 15.100 16.774 16.284 15.386 14.864 14.425 13.809 13.307 13.246  0.748
 1   9.85 -0.31  0.10931 -2.909 3.478  5.243 10.10  0.038 0.00 22.143 28.881 26.672 24.783 23.402 21.715 20.249 19.681 19.418  0.109
 1   9.85 -0.31  1.09871  0.834 3.696  3.375 10.90  0.038 0.00 13.584 15.330 14.818 13.881 13.362 12.912 12.275 11.758 11.697  1.099
 1   9.85 -0.31  0.27444 -1.907 3.574  5.027 11.20  0.038 0.00 20.737 24.557 23.360 21.954 20.996 20.073 19.062 18.482 18.285  0.274
 1   9.85 -0.29  0.35054 -1.705 3.586  4.978  9.80  0.038 0.00 18.832 22.405 21.288 19.938 19.018 18.163 17.190 16.590 16.414  0.351
 1   9.85 -0.29  0.13991 -2.634 3.503  5.175 10.40  0.038 0.00 21.755 27.482 25.659 23.911 22.697 21.246 19.927 19.359 19.097  0.140
 1   9.85 -0.29  0.15550 -2.503 3.516  5.143 10.80  0.038 0.00 21.828 27.145 25.457 23.772 22.623 21.284 20.033 19.464 19.208  0.156
 1   9.85 -0.29  1.08584  0.562 3.757  3.886 13.90  0.038 0.00 17.265 18.160 18.048 17.384 16.995 16.648 16.198 15.840 15.801  1.086
 1   9.85 -0.27  0.17335 -2.375 3.532  5.124  8.70  0.038 0.00 19.407 24.305 22.748 21.134 20.049 18.827 17.647 17.076 16.828  0.173
 1   9.85 -0.27  0.50400 -1.298 3.613  4.837 10.60  0.038 0.00 18.614 21.747 20.729 19.482 18.653 17.953 17.059 16.397 16.267  0.504
 1   9.85 -0.27  0.25026 -1.987 3.568  5.039 10.80  0.038 0.00 20.537 24.539 23.278 21.840 20.865 19.887 18.849 18.268 18.060  0.250
 1   9.85 -0.27  0.37550 -1.635 3.589  4.948 11.30  0.038 0.00 20.158 23.686 22.584 21.248 20.335 19.489 18.521 17.914 17.743  0.375
 1   9.85 -0.27  0.34672 -1.718 3.584  4.979 11.90  0.038 0.00 20.965 24.577 23.450 22.095 21.169 20.297 19.316 18.718 18.540  0.347
 1   9.85 -0.25  0.50935 -1.287 3.614  4.832  7.50  0.036 0.79 15.029 18.270 17.230 15.961 15.110 14.365 13.447 12.800 12.658  0.509
 1   9.85 -0.25  0.25943 -1.962 3.568  5.033  8.20  0.037 0.75 17.397 21.531 20.228 18.765 17.775 16.758 15.698 15.119 14.900  0.259
 1   9.85 -0.25  0.27729 -1.908 3.571  5.021  9.60  0.038 0.00 19.141 23.039 21.821 20.409 19.444 18.484 17.457 16.875 16.675  0.277
 1   9.85 -0.25  0.28365 -1.889 3.573  5.016  9.90  0.038 0.00 19.393 23.260 22.053 20.648 19.686 18.734 17.711 17.129 16.930  0.284
 1   9.85 -0.25  0.12669 -2.756 3.490  5.203 10.00  0.038 0.00 21.661 27.814 25.859 24.061 22.769 21.197 19.797 19.233 18.968  0.127
 1   9.85 -0.25  0.11933 -2.822 3.484  5.219 10.60  0.038 0.00 22.425 28.816 26.773 24.944 23.611 21.981 20.544 19.981 19.715  0.119
 1   9.85 -0.25  0.27571 -1.913 3.571  5.022 14.20  0.038 0.00 23.753 27.659 26.438 25.024 24.058 23.097 22.069 21.487 21.286  0.276
