Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 3  10.07 -1.13  0.42386 -1.366 3.637  4.927 16.60  0.038 0.00 24.786 27.294 26.546 25.426 24.710 24.113 23.318 22.716 22.581  0.424
 3  10.07 -1.13  0.65307 -0.574 3.725  4.675 17.30  0.038 0.00 23.506 24.566 24.472 23.726 23.280 22.869 22.332 21.901 21.837  0.653
 3  10.07 -1.11  0.12139 -2.689 3.525  5.258 12.50  0.038 0.00 23.992 29.691 27.527 25.662 24.532 23.406 22.254 21.657 21.446  0.121
 3  10.07 -1.11  0.31533 -1.653 3.621  5.019 12.80  0.038 0.00 21.703 24.486 23.649 22.449 21.667 21.024 20.189 19.590 19.434  0.315
 3  10.07 -1.11  0.40259 -1.423 3.633  4.945 13.60  0.038 0.00 21.927 24.510 23.736 22.596 21.862 21.253 20.448 19.844 19.704  0.403
 3  10.07 -1.11  0.24325 -1.870 3.608  5.071 13.70  0.038 0.84 22.570 25.618 24.700 23.420 22.578 21.888 21.009 20.420 20.247  0.243
 3  10.07 -1.11  0.12835 -2.624 3.531  5.241 13.90  0.038 0.00 25.229 30.715 28.648 26.826 25.718 24.637 23.508 22.911 22.698  0.128
 3  10.07 -1.11  0.75511 -0.139 3.777  4.510 13.90  0.038 0.00 19.017 19.530 19.694 19.167 18.819 18.489 18.082 17.751 17.716  0.755
 3  10.07 -1.11  0.28742 -1.730 3.616  5.037 14.10  0.038 0.00 23.195 26.049 25.191 23.969 23.171 22.515 21.668 21.072 20.911  0.287
 3  10.07 -1.11  0.45753 -1.278 3.643  4.896 14.20  0.038 0.00 22.164 24.578 23.858 22.767 22.074 21.493 20.712 20.108 19.982  0.458
 3  10.07 -1.11  0.15868 -2.352 3.559  5.171 14.30  0.038 0.73 24.573 29.334 27.639 25.966 24.922 23.958 22.886 22.295 22.083  0.159
 3  10.07 -1.11  0.19794 -2.054 3.596  5.118 14.40  0.038 0.00 24.306 27.535 26.546 25.217 24.344 23.627 22.724 22.138 21.957  0.198
 3  10.07 -1.11  0.71419 -0.325 3.757  4.592 14.50  0.038 0.00 20.083 20.775 20.862 20.252 19.867 19.506 19.051 18.684 18.638  0.714
 3  10.07 -1.11  0.44629 -1.310 3.641  4.907 14.70  0.038 0.00 22.745 25.199 24.466 23.364 22.661 22.073 21.286 20.682 20.553  0.446
 3  10.07 -1.11  0.23346 -1.909 3.605  5.083 14.90  0.038 0.91 23.792 26.845 25.928 24.645 23.801 23.109 22.229 21.640 21.466  0.233
 3  10.07 -1.11  0.37150 -1.507 3.629  4.977 15.30  0.038 0.71 23.395 26.131 25.311 24.124 23.353 22.717 21.887 21.287 21.134  0.372
 3  10.07 -1.11  0.33068 -1.615 3.623  5.010 15.40  0.038 0.00 24.206 26.953 26.128 24.938 24.165 23.528 22.699 22.098 21.944  0.331
 3  10.07 -1.11  0.18962 -2.111 3.589  5.128 15.70  0.038 0.00 25.748 29.198 28.109 26.726 25.822 25.076 24.147 23.564 23.376  0.190
 3  10.07 -1.11  0.63416 -0.655 3.713  4.694 15.80  0.038 0.00 22.206 23.448 23.258 22.461 21.988 21.558 20.985 20.525 20.454  0.634
 3  10.07 -1.11  0.42358 -1.369 3.637  4.927 15.90  0.038 0.84 23.543 26.128 25.354 24.213 23.478 22.868 22.062 21.459 21.318  0.424
 3  10.07 -1.11  0.39483 -1.444 3.632  4.952 16.10  0.038 0.00 24.479 27.081 26.301 25.155 24.417 23.805 22.997 22.393 22.251  0.395
 3  10.07 -1.11  0.53520 -1.028 3.666  4.804 16.50  0.038 0.00 23.840 25.866 25.296 24.308 23.698 23.174 22.453 21.877 21.775  0.535
 3  10.07 -1.11  0.38688 -1.465 3.631  4.961 16.60  0.038 0.73 24.572 27.271 26.462 25.287 24.525 23.896 23.072 22.471 22.321  0.387
 3  10.07 -1.09  0.22446 -1.946 3.603  5.092 12.00  0.038 0.00 21.634 24.694 23.774 22.489 21.644 20.951 20.070 19.481 19.308  0.224
 3  10.07 -1.09  0.26097 -1.812 3.611  5.056 12.10  0.038 0.00 21.399 24.337 23.453 22.206 21.389 20.718 19.858 19.264 19.098  0.261
 3  10.07 -1.09  0.21052 -2.000 3.600  5.106 12.30  0.038 0.00 22.071 25.186 24.248 22.947 22.090 21.388 20.498 19.912 19.734  0.211
 3  10.07 -1.09  0.09787 -3.015 3.487  5.338 12.40  0.038 0.00 24.708 32.190 29.153 27.045 25.671 24.167 22.855 22.290 22.126  0.098
 3  10.07 -1.09  0.27844 -1.759 3.614  5.043 12.70  0.038 0.00 21.866 24.755 23.886 22.653 21.848 21.186 20.334 19.738 19.575  0.278
 3  10.07 -1.09  0.37067 -1.511 3.628  4.977 12.80  0.038 0.00 21.347 24.014 23.211 22.047 21.293 20.671 19.854 19.250 19.103  0.371
 3  10.07 -1.09  0.54928 -0.982 3.670  4.786 13.40  0.038 0.00 20.626 22.585 22.041 21.069 20.474 19.961 19.251 18.681 18.583  0.549
 3  10.07 -1.09  0.35659 -1.549 3.626  4.991 13.50  0.038 0.92 21.473 24.199 23.378 22.196 21.428 20.795 19.970 19.367 19.216  0.357
 3  10.07 -1.09  0.35530 -1.553 3.626  4.992 13.60  0.038 0.00 22.251 24.952 24.139 22.964 22.202 21.574 20.753 20.149 20.000  0.355
 3  10.07 -1.09  0.29298 -1.714 3.617  5.032 13.90  0.038 0.00 22.956 25.803 24.946 23.727 22.930 22.276 21.431 20.833 20.673  0.293
 3  10.07 -1.09  0.22769 -1.933 3.604  5.089 14.00  0.038 0.00 23.602 26.650 25.734 24.452 23.610 22.919 22.040 21.451 21.278  0.228
 3  10.07 -1.09  0.29774 -1.700 3.618  5.028 14.20  0.038 0.00 23.220 26.054 25.201 23.985 23.192 22.540 21.697 21.099 20.940  0.298
 3  10.07 -1.09  0.48876 -1.185 3.650  4.860 14.30  0.038 0.00 22.034 24.337 23.652 22.594 21.927 21.366 20.600 19.996 19.879  0.489
 3  10.07 -1.09  0.23333 -1.911 3.605  5.082 14.40  0.038 0.00 23.947 26.975 26.064 24.789 23.951 23.264 22.389 21.799 21.627  0.233
 3  10.07 -1.09  0.85063  0.494 3.789  3.977 14.50  0.038 0.00 18.034 18.495 18.638 18.167 17.846 17.537 17.158 16.852 16.823  0.851
 3  10.07 -1.09  0.20866 -2.008 3.599  5.108 14.80  0.038 0.76 24.191 27.596 26.555 25.183 24.285 23.526 22.590 22.001 21.811  0.209
 3  10.07 -1.09  0.69001 -0.433 3.743  4.629 15.00  0.038 0.00 20.851 21.695 21.707 21.038 20.627 20.245 19.756 19.362 19.309  0.690
 3  10.07 -1.09  0.35129 -1.563 3.626  4.996 15.30  0.038 0.00 23.979 26.688 25.872 24.695 23.930 23.301 22.479 21.875 21.725  0.351
 3  10.07 -1.09  0.29479 -1.709 3.617  5.031 15.40  0.038 0.89 23.803 26.684 25.817 24.587 23.783 23.122 22.271 21.675 21.513  0.295
 3  10.07 -1.09  0.57973 -0.870 3.684  4.752 15.90  0.038 0.00 22.844 24.565 24.131 23.216 22.664 22.181 21.514 20.977 20.889  0.580
 3  10.07 -1.09  0.40229 -1.425 3.633  4.944 16.00  0.038 0.00 24.333 26.928 26.148 25.005 24.269 23.659 22.852 22.246 22.106  0.402
 3  10.07 -1.09  0.32489 -1.630 3.622  5.013 16.30  0.038 0.00 25.146 27.916 27.082 25.886 25.107 24.467 23.635 23.034 22.879  0.325
 3  10.07 -1.09  0.52680 -1.060 3.662  4.814 16.80  0.038 0.00 24.219 26.314 25.714 24.709 24.085 23.553 22.821 22.237 22.132  0.527
 3  10.07 -1.09  0.35497 -1.553 3.626  4.992 16.90  0.038 0.00 25.554 28.255 27.442 26.266 25.504 24.876 24.055 23.451 23.302  0.355
 3  10.07 -1.07  0.25883 -1.819 3.610  5.057 11.30  0.038 0.00 20.619 23.572 22.682 21.431 20.610 19.937 19.075 18.481 18.315  0.259
 3  10.07 -1.07  0.18396 -2.154 3.583  5.133 12.80  0.038 0.00 22.954 26.589 25.417 23.989 23.059 22.288 21.337 20.755 20.561  0.184
 3  10.07 -1.07  0.16791 -2.283 3.566  5.157 13.50  0.038 0.00 23.978 28.175 26.730 25.176 24.186 23.334 22.328 21.743 21.533  0.168
 3  10.07 -1.07  0.15104 -2.420 3.549  5.179 13.90  0.038 0.89 24.149 29.179 27.332 25.602 24.540 23.543 22.457 21.860 21.638  0.151
 3  10.07 -1.07  0.21953 -1.966 3.601  5.097 14.10  0.038 0.00 23.786 26.872 25.943 24.651 23.800 23.102 22.217 21.629 21.454  0.220
 3  10.07 -1.07  0.78144 -0.019 3.787  4.443 14.40  0.038 0.00 19.218 19.683 19.854 19.359 19.028 18.713 18.328 18.015 17.985  0.781
 3  10.07 -1.07  0.24818 -1.854 3.608  5.064 14.70  0.038 0.00 24.104 27.088 26.189 24.928 24.101 23.422 22.554 21.962 21.793  0.248
 3  10.07 -1.07  0.17446 -2.230 3.573  5.148 15.50  0.038 0.97 25.146 29.184 27.822 26.301 25.324 24.495 23.503 22.919 22.713  0.174
 3  10.07 -1.07  0.26822 -1.791 3.612  5.051 16.20  0.038 0.98 24.715 27.649 26.765 25.520 24.704 24.034 23.175 22.580 22.415  0.268
 3  10.07 -1.07  0.38893 -1.463 3.630  4.958 16.60  0.038 0.91 24.383 27.054 26.248 25.083 24.329 23.707 22.890 22.284 22.138  0.389
 3  10.07 -1.05  0.50859 -1.127 3.655  4.835 11.20  0.038 0.00 18.787 21.024 20.362 19.323 18.670 18.121 17.365 16.764 16.654  0.509
 3  10.07 -1.05  0.15804 -2.366 3.555  5.170 12.20  0.038 0.84 22.373 27.213 25.471 23.781 22.733 21.760 20.687 20.091 19.871  0.158
 3  10.07 -1.05  0.86061  0.581 3.749  3.733 13.20  0.038 0.00 16.518 17.284 17.319 16.695 16.301 15.929 15.448 15.058 15.012  0.861
 3  10.07 -1.05  0.25084 -1.845 3.608  5.061 13.40  0.038 0.91 22.131 25.150 24.240 22.969 22.134 21.449 20.576 19.984 19.814  0.251
 3  10.07 -1.05  0.23715 -1.898 3.605  5.077 13.60  0.038 0.00 23.116 26.148 25.234 23.959 23.120 22.433 21.557 20.966 20.795  0.237
 3  10.07 -1.05  0.23944 -1.889 3.606  5.075 13.70  0.038 0.72 22.805 26.054 25.062 23.733 22.860 22.132 21.221 20.632 20.449  0.239
 3  10.07 -1.05  0.61377 -0.747 3.698  4.713 14.00  0.038 0.00 20.638 22.121 21.800 20.941 20.432 19.977 19.357 18.857 18.779  0.614
 3  10.07 -1.05  1.01018 -1.288 4.321  7.779 14.20  0.038 0.90 22.187 23.262 24.002 24.064 24.158 24.267 24.529 24.546 24.618  0.668
 3  10.07 -1.05  0.27380 -1.775 3.612  5.046 14.30  0.038 0.00 23.508 26.428 25.547 24.306 23.494 22.827 21.970 21.374 21.211  0.274
 3  10.07 -1.05  0.25060 -1.846 3.608  5.061 15.30  0.038 0.00 24.685 27.670 26.770 25.509 24.681 24.003 23.135 22.542 22.374  0.251
 3  10.07 -1.05  0.15740 -2.371 3.555  5.171 15.50  0.038 0.93 25.552 30.333 28.604 26.926 25.887 24.936 23.876 23.280 23.058  0.157
 3  10.07 -1.05  0.52185 -1.081 3.659  4.819 15.60  0.038 0.00 23.074 25.233 24.602 23.583 22.947 22.408 21.665 21.072 20.966  0.522
 3  10.07 -1.05  0.24527 -1.866 3.607  5.068 16.00  0.038 0.00 25.436 28.440 27.534 26.267 25.436 24.754 23.883 23.290 23.121  0.245
 3  10.07 -1.05  0.45372 -1.294 3.641  4.899 16.30  0.038 0.00 24.306 26.775 26.031 24.927 24.222 23.636 22.846 22.237 22.110  0.454
 3  10.07 -1.05  0.37272 -1.508 3.628  4.974 16.70  0.038 0.00 25.239 27.924 27.112 25.944 25.187 24.564 23.745 23.137 22.992  0.373
 3  10.07 -1.03  0.33995 -1.596 3.623  5.003 12.70  0.038 0.00 21.459 24.225 23.388 22.195 21.419 20.782 19.951 19.346 19.194  0.340
 3  10.07 -1.03  0.85697  0.511 3.780  3.926 13.00  0.038 0.90 16.253 16.770 16.900 16.392 16.052 15.729 15.327 15.003 14.970  0.857
 3  10.07 -1.03  0.40423 -1.424 3.632  4.942 13.40  0.038 0.00 21.731 24.357 23.562 22.412 21.670 21.058 20.247 19.636 19.497  0.404
 3  10.07 -1.03  0.19603 -2.074 3.592  5.119 13.50  0.038 0.89 22.882 26.442 25.312 23.903 22.983 22.215 21.269 20.685 20.492  0.196
 3  10.07 -1.03  0.14027 -2.525 3.538  5.207 13.60  0.038 0.73 24.322 29.799 27.796 25.987 24.866 23.738 22.583 21.987 21.772  0.140
 3  10.07 -1.03  0.49363 -1.177 3.650  4.853 13.80  0.038 0.94 20.863 23.242 22.525 21.449 20.766 20.196 19.419 18.808 18.689  0.494
 3  10.07 -1.03  0.35005 -1.570 3.624  4.996 13.90  0.038 0.00 22.596 25.339 24.508 23.322 22.551 21.918 21.092 20.485 20.335  0.350
 3  10.07 -1.03  0.12630 -2.655 3.526  5.243 14.00  0.038 0.00 25.406 31.020 28.925 27.078 25.954 24.823 23.670 23.068 22.847  0.126
 3  10.07 -1.03  0.44226 -1.327 3.638  4.910 14.20  0.038 0.91 21.657 24.224 23.447 22.315 21.587 20.985 20.182 19.571 19.436  0.442
 3  10.07 -1.03  0.13651 -2.560 3.535  5.217 14.40  0.038 0.75 25.186 30.781 28.725 26.893 25.759 24.606 23.440 22.843 22.629  0.137
 3  10.07 -1.03  0.18565 -2.146 3.583  5.130 14.60  0.038 0.00 24.734 28.357 27.191 25.767 24.838 24.067 23.118 22.535 22.341  0.186
 3  10.07 -1.03  0.20629 -2.021 3.597  5.109 14.80  0.038 0.92 23.991 27.320 26.288 24.935 24.047 23.314 22.398 21.813 21.628  0.206
 3  10.07 -1.03  0.53287 -1.046 3.662  4.805 14.90  0.038 0.00 22.286 24.399 23.785 22.779 22.153 21.622 20.886 20.297 20.194  0.533
 3  10.07 -1.03  0.27249 -1.780 3.612  5.047 15.50  0.038 0.87 24.104 27.081 26.182 24.925 24.099 23.422 22.556 21.961 21.795  0.272
 3  10.07 -1.03  0.45114 -1.304 3.640  4.901 16.20  0.038 0.00 24.229 26.722 25.968 24.859 24.149 23.559 22.767 22.156 22.028  0.451
 3  10.07 -1.03  0.31444 -1.660 3.619  5.018 16.40  0.038 0.00 25.320 28.144 27.289 26.079 25.289 24.641 23.801 23.199 23.043  0.314
 3  10.07 -1.03  0.50365 -1.146 3.652  4.841 17.10  0.038 0.00 24.734 27.017 26.334 25.285 24.624 24.068 23.306 22.699 22.587  0.504
 3  10.07 -1.01  0.14576 -2.477 3.541  5.190 11.90  0.038 0.00 22.862 27.929 26.076 24.340 23.273 22.259 21.167 20.567 20.340  0.146
 3  10.07 -1.01  0.17392 -2.241 3.570  5.147 12.00  0.038 0.00 22.374 26.407 25.049 23.530 22.554 21.722 20.729 20.146 19.938  0.174
 3  10.07 -1.01  0.25024 -1.850 3.607  5.061 12.50  0.038 0.00 21.894 24.898 23.990 22.725 21.893 21.212 20.341 19.748 19.580  0.250
 3  10.07 -1.01  0.56040 -0.953 3.671  4.771 13.30  0.038 0.00 20.453 22.406 21.856 20.889 20.297 19.789 19.080 18.507 18.414  0.560
 3  10.07 -1.01  0.18119 -2.182 3.578  5.136 13.60  0.038 0.00 23.825 27.595 26.364 24.904 23.954 23.161 22.195 21.613 21.413  0.181
 3  10.07 -1.01  0.18920 -2.123 3.586  5.126 13.70  0.038 0.00 23.777 27.319 26.189 24.785 23.868 23.107 22.167 21.583 21.392  0.189
 3  10.07 -1.01  0.95989 -1.819 4.193  7.757 14.30  0.038 0.00 23.617 24.232 24.780 24.725 24.797 24.873 25.091 25.102 25.172  0.603
 3  10.07 -1.01  0.20324 -2.035 3.596  5.111 14.60  0.038 0.00 24.457 27.684 26.694 25.367 24.494 23.776 22.874 22.287 22.107  0.203
 3  10.07 -1.01  0.54788 -0.998 3.666  4.785 14.70  0.038 0.00 21.966 24.010 23.423 22.433 21.822 21.302 20.578 19.995 19.896  0.548
 3  10.07 -1.01  0.14486 -2.485 3.541  5.193 14.80  0.038 0.89 25.194 30.451 28.522 26.747 25.659 24.600 23.483 22.881 22.656  0.145
 3  10.07 -1.01  0.59875 -0.813 3.688  4.726 15.00  0.038 0.00 21.804 23.473 23.057 22.156 21.616 21.141 20.486 19.955 19.872  0.599
 3  10.07 -1.01  0.57077 -0.915 3.676  4.759 15.20  0.038 0.98 21.554 23.467 22.934 21.977 21.393 20.890 20.188 19.620 19.528  0.571
 3  10.07 -1.01  0.69238 -0.442 3.740  4.626 15.40  0.038 0.00 21.274 22.177 22.153 21.464 21.046 20.660 20.161 19.758 19.704  0.692
 3  10.07 -1.01  0.30528 -1.684 3.617  5.022 15.50  0.038 0.00 24.481 27.334 26.470 25.251 24.454 23.802 22.957 22.355 22.198  0.305
 3  10.07 -1.01  0.22625 -1.944 3.602  5.089 15.90  0.038 0.00 25.530 28.619 27.686 26.395 25.543 24.846 23.962 23.372 23.198  0.226
 3  10.07 -1.01  0.70827 -0.376 3.748  4.603 17.30  0.038 0.00 23.010 23.809 23.837 23.184 22.782 22.409 21.933 21.548 21.499  0.708
 3  10.07 -0.97  0.77999 -0.062 3.780  4.459 12.90  0.038 0.00 17.825 18.340 18.487 17.964 17.621 17.297 16.899 16.575 16.542  0.780
 3  10.07 -0.97  0.21224 -2.002 3.597  5.103 13.50  0.038 0.74 22.901 26.370 25.303 23.920 23.014 22.239 21.293 20.702 20.508  0.212
 3  10.07 -0.97  0.36356 -1.537 3.625  4.982 13.60  0.038 0.00 22.214 24.963 24.125 22.940 22.169 21.538 20.710 20.098 19.951  0.364
 3  10.07 -0.97  0.55576 -0.976 3.668  4.775 14.60  0.038 0.00 21.810 23.841 23.254 22.270 21.663 21.146 20.425 19.843 19.747  0.556
 3  10.07 -0.97  1.17276 -2.104 4.130  7.784 15.00  0.038 0.84 25.027 25.422 25.886 25.755 25.801 25.838 25.987 25.944 25.989  0.600
 3  10.07 -0.97  0.24557 -1.870 3.605  5.066 15.20  0.038 0.95 23.956 27.018 26.091 24.810 23.965 23.273 22.393 21.801 21.630  0.246
 3  10.07 -0.97  0.19435 -2.090 3.589  5.120 15.40  0.038 0.85 24.885 28.590 27.402 25.962 25.026 24.226 23.261 22.674 22.475  0.194
 3  10.07 -0.97  0.74994 -0.205 3.767  4.530 15.50  0.038 0.00 20.782 21.408 21.512 20.933 20.565 20.221 19.790 19.440 19.401  0.750
 3  10.07 -0.93  0.12375 -2.693 3.519  5.245  9.40  0.038 0.00 20.901 26.705 24.558 22.691 21.537 20.330 19.144 18.543 18.319  0.124
 3  10.07 -0.93  0.67496 -0.530 3.725  4.644 13.10  0.038 0.00 19.194 20.302 20.166 19.408 18.960 18.553 18.014 17.580 17.519  0.675
 3  10.07 -0.93  0.32730 -1.634 3.619  5.009 13.20  0.038 0.98 21.323 24.178 23.305 22.090 21.295 20.645 19.801 19.193 19.040  0.327
 3  10.07 -0.93  0.71444 -0.370 3.747  4.594 13.60  0.038 0.00 19.294 20.133 20.133 19.467 19.062 18.687 18.207 17.819 17.769  0.714
 3  10.07 -0.93  0.14472 -2.499 3.537  5.190 13.80  0.038 0.00 24.817 29.986 28.113 26.362 25.281 24.221 23.107 22.508 22.278  0.145
 3  10.07 -0.93  0.17079 -2.277 3.564  5.149 13.90  0.038 0.81 23.899 28.414 26.861 25.245 24.222 23.275 22.219 21.627 21.407  0.171
 3  10.07 -0.93  0.54498 -1.019 3.662  4.787 14.00  0.038 0.70 21.002 23.267 22.595 21.550 20.890 20.336 19.574 18.973 18.861  0.545
 3  10.07 -0.93  0.15892 -2.376 3.551  5.165 14.20  0.038 0.00 24.909 29.631 27.941 26.280 25.248 24.293 23.234 22.639 22.410  0.159
 3  10.07 -0.93  1.22782 -1.936 4.167  7.766 14.50  0.038 0.79 24.108 24.637 25.146 25.060 25.121 25.179 25.358 25.335 25.386  0.598
 3  10.07 -0.93  0.42319 -1.383 3.633  4.924 14.80  0.038 0.00 23.029 25.669 24.858 23.709 22.967 22.358 21.545 20.927 20.793  0.423
 3  10.07 -0.93  0.28305 -1.754 3.612  5.038 14.90  0.038 0.00 24.056 27.010 26.110 24.864 24.046 23.375 22.514 21.913 21.753  0.283
 3  10.07 -0.93  0.34789 -1.582 3.622  4.996 15.10  0.038 0.00 23.824 26.627 25.769 24.569 23.787 23.147 22.312 21.701 21.552  0.348
 3  10.07 -0.93  0.61205 -0.776 3.691  4.709 15.90  0.038 0.72 22.348 24.141 23.682 22.749 22.179 21.684 21.000 20.451 20.358  0.612
 3  10.07 -0.91  0.35887 -1.554 3.623  4.986 12.20  0.038 0.00 20.854 23.648 22.790 21.595 20.815 20.178 19.345 18.730 18.584  0.359
 3  10.07 -0.91  0.12762 -2.660 3.521  5.235 12.90  0.038 0.00 24.319 30.007 27.919 26.073 24.932 23.745 22.568 21.967 21.740  0.128
 3  10.07 -0.91  0.27583 -1.778 3.610  5.043 13.00  0.038 0.00 22.214 25.199 24.289 23.035 22.210 21.533 20.667 20.067 19.905  0.276
 3  10.07 -0.91  0.11304 -2.794 3.509  5.267 13.30  0.038 0.00 25.055 31.254 28.935 27.010 25.804 24.500 23.270 22.671 22.452  0.113
 3  10.07 -0.91  0.39328 -1.461 3.628  4.950 14.20  0.038 0.00 22.624 25.353 24.513 23.338 22.575 21.951 21.126 20.507 20.367  0.393
 3  10.07 -0.91  0.96714 -1.645 4.232  7.734 14.30  0.038 0.00 23.184 23.931 24.538 24.526 24.607 24.697 24.937 24.961 25.036  0.598
 3  10.07 -0.91  0.23898 -1.900 3.603  5.073 15.90  0.038 0.81 24.898 28.141 27.143 25.818 24.944 24.219 23.313 22.723 22.545  0.239
 3  10.07 -0.91  0.55565 -0.985 3.665  4.773 16.00  0.038 0.00 23.232 25.329 24.709 23.710 23.091 22.569 21.839 21.248 21.151  0.556
 3  10.07 -0.89  0.57331 -0.925 3.671  4.752 12.50  0.038 0.00 19.582 21.576 20.996 20.022 19.426 18.918 18.206 17.628 17.537  0.573
 3  10.07 -0.89  0.15649 -2.402 3.546  5.166 13.20  0.038 0.84 23.472 28.538 26.727 25.002 23.929 22.874 21.762 21.165 20.935  0.156
 3  10.07 -0.89  0.20042 -2.054 3.593  5.112 13.90  0.038 0.00 23.806 27.145 26.104 24.756 23.867 23.128 22.211 21.623 21.441  0.200
 3  10.07 -0.89  0.47618 -1.243 3.642  4.871 14.70  0.038 0.73 22.170 24.766 23.967 22.834 22.103 21.501 20.693 20.074 19.945  0.476
 3  10.07 -0.89  0.33994 -1.604 3.620  5.001 15.00  0.038 0.87 23.165 26.051 25.166 23.943 23.142 22.487 21.638 21.030 20.877  0.340
 3  10.07 -0.89  0.18864 -2.137 3.582  5.124 15.10  0.038 0.00 25.213 28.867 27.691 26.267 25.333 24.545 23.589 23.007 22.812  0.189
 3  10.07 -0.89  0.21315 -2.004 3.596  5.100 15.50  0.038 0.00 25.280 28.532 27.528 26.202 25.325 24.600 23.693 23.103 22.926  0.213
 3  10.07 -0.89  0.85259  0.347 3.794  4.144 16.40  0.038 0.82 20.137 20.651 20.764 20.265 19.934 19.621 19.233 18.919 18.887  0.853
 3  10.07 -0.89  0.31133 -1.676 3.616  5.018 16.50  0.038 0.78 24.938 27.910 27.002 25.753 24.932 24.258 23.394 22.791 22.631  0.311
 3  10.07 -0.89  0.82988  0.185 3.794  4.292 16.90  0.038 0.71 21.112 21.632 21.755 21.254 20.917 20.599 20.197 19.865 19.829  0.830
 3  10.07 -0.85  0.71766 -0.376 3.743  4.590  8.20  0.037 0.00 13.909 14.807 14.769 14.084 13.671 13.294 12.805 12.410 12.360  0.718
 3  10.07 -0.85  0.56720 -0.953 3.667  4.758 12.70  0.038 0.00 19.851 21.934 21.314 20.319 19.705 19.188 18.463 17.873 17.780  0.567
 3  10.07 -0.85  0.16772 -2.313 3.558  5.151 13.60  0.038 0.85 23.634 28.336 26.700 25.051 24.012 23.020 21.943 21.351 21.123  0.168
 3  10.07 -0.85  0.22211 -1.971 3.597  5.091 13.80  0.038 0.00 23.498 26.720 25.728 24.411 23.539 22.817 21.914 21.322 21.147  0.222
 3  10.07 -0.85  0.55692 -0.989 3.663  4.770 14.00  0.038 0.81 20.829 23.111 22.421 21.375 20.715 20.165 19.403 18.796 18.689  0.557
 3  10.07 -0.85  0.70547 -0.426 3.737  4.607 14.20  0.038 0.00 20.034 21.013 20.935 20.223 19.797 19.410 18.903 18.494 18.442  0.705
 3  10.07 -0.85  0.21285 -2.008 3.595  5.100 14.30  0.038 0.00 24.090 27.374 26.356 25.024 24.143 23.410 22.500 21.909 21.731  0.213
 3  10.07 -0.85  0.24681 -1.873 3.603  5.063 14.60  0.038 0.00 24.054 27.152 26.205 24.921 24.071 23.371 22.486 21.889 21.722  0.247
 3  10.07 -0.85  0.60344 -0.824 3.681  4.714 14.70  0.038 0.99 20.802 22.653 22.134 21.194 20.625 20.138 19.454 18.896 18.813  0.603
 3  10.07 -0.85  0.27618 -1.780 3.609  5.042 15.00  0.038 0.81 23.672 26.758 25.812 24.533 23.687 22.990 22.108 21.510 21.343  0.276
 3  10.07 -0.85  0.34572 -1.592 3.620  4.996 15.10  0.038 0.00 23.849 26.701 25.821 24.611 23.819 23.172 22.330 21.716 21.568  0.346
 3  10.07 -0.85  0.35343 -1.572 3.622  4.990 15.30  0.038 0.00 23.999 26.837 25.960 24.754 23.967 23.323 22.483 21.868 21.721  0.353
 3  10.07 -0.85  0.29092 -1.735 3.612  5.030 15.40  0.038 0.00 24.508 27.482 26.569 25.322 24.501 23.828 22.964 22.359 22.201  0.291
 3  10.07 -0.85  0.75014 -0.237 3.760  4.535 15.70  0.038 0.85 20.743 21.621 21.601 20.932 20.518 20.139 19.642 19.235 19.182  0.750
 3  10.07 -0.85  0.25780 -1.837 3.606  5.054 15.80  0.038 0.70 24.769 28.030 27.026 25.702 24.828 24.094 23.181 22.589 22.411  0.258
 3  10.07 -0.85  0.29227 -1.731 3.612  5.029 15.90  0.038 0.00 24.997 27.968 27.056 25.810 24.990 24.317 23.455 22.849 22.692  0.292
 3  10.07 -0.85  0.79849 -0.011 3.781  4.420 16.60  0.038 0.84 21.132 21.787 21.862 21.285 20.916 20.572 20.135 19.777 19.736  0.798
 3  10.07 -0.85  0.46834 -1.269 3.639  4.879 16.80  0.038 0.00 24.743 27.306 26.509 25.388 24.668 24.076 23.275 22.650 22.528  0.468
 3  10.07 -0.83  0.89042  1.731 3.712  2.450 14.20  0.038 0.72 14.638 15.972 15.696 14.884 14.415 13.986 13.399 12.923 12.866  0.890
 3  10.07 -0.83  0.38193 -1.497 3.624  4.961 14.30  0.038 0.00 22.813 25.614 24.745 23.552 22.774 22.140 21.305 20.682 20.540  0.382
 3  10.07 -0.83  0.30028 -1.708 3.613  5.022 14.50  0.038 0.00 23.539 26.498 25.587 24.346 23.529 22.860 21.999 21.392 21.236  0.300
 3  10.07 -0.83  0.70492 -0.433 3.736  4.608 14.70  0.038 0.91 20.055 21.210 21.044 20.279 19.824 19.414 18.866 18.420 18.359  0.705
 3  10.07 -0.83  0.40390 -1.439 3.627  4.938 14.90  0.038 0.87 22.680 25.479 24.611 23.419 22.642 22.007 21.173 20.551 20.410  0.404
 3  10.07 -0.83  0.36439 -1.544 3.622  4.979 15.30  0.038 0.00 23.929 26.760 25.883 24.680 23.895 23.255 22.416 21.797 21.652  0.364
 3  10.07 -0.83  0.41100 -1.422 3.628  4.933 15.90  0.038 0.00 24.224 26.965 26.113 24.938 24.176 23.553 22.727 22.101 21.965  0.411
 3  10.07 -0.81  0.60137 -0.839 3.678  4.714 13.70  0.038 0.75 20.260 22.301 21.711 20.724 20.113 19.594 18.872 18.290 18.194  0.601
